,llave_edcn,fk_municipio,fk_indicador,fk_fecha,valor_edcn
2500,2500,27430.0,234,2018-01-12,50.29
2501,2501,27425.0,234,2018-01-12,13.25
2502,2502,27413.0,234,2018-01-12,64.65
2503,2503,27372.0,234,2018-01-12,97.12
2504,2504,27361.0,234,2018-01-12,149.17
2505,2505,27250.0,234,2018-01-12,67.88
2506,2506,27245.0,234,2018-01-12,49.62
2507,2507,27205.0,234,2018-01-12,101.19
2508,2508,27160.0,234,2018-01-12,54.4
2509,2509,27150.0,234,2018-01-12,162.12
2510,2510,27135.0,234,2018-01-12,71.8
2511,2511,27099.0,234,2018-01-12,102.72
2512,2512,27077.0,234,2018-01-12,83.34
2513,2513,27075.0,234,2018-01-12,124.39
2514,2514,27073.0,234,2018-01-12,97.25
2515,2515,27050.0,234,2018-01-12,62.44
2516,2516,27025.0,234,2018-01-12,47.38
2517,2517,27006.0,234,2018-01-12,174.13
2518,2518,27001.0,234,2018-01-12,103.42
2519,2519,27000.0,234,2018-01-12,85.81
2520,2520,25899.0,234,2018-01-12,102.36
2521,2521,25898.0,234,2018-01-12,72.41
2522,2522,25885.0,234,2018-01-12,80.36
2523,2523,25878.0,234,2018-01-12,134.45
2524,2524,25875.0,234,2018-01-12,129.51
2525,2525,25873.0,234,2018-01-12,108.04
2526,2526,25871.0,234,2018-01-12,124.32
2527,2527,25867.0,234,2018-01-12,106.79
2528,2528,25862.0,234,2018-01-12,77.6
2529,2529,25851.0,234,2018-01-12,94.06
2530,2530,25845.0,234,2018-01-12,77.04
2531,2531,25843.0,234,2018-01-12,127.52
2532,2532,25841.0,234,2018-01-12,129.89
2533,2533,25839.0,234,2018-01-12,88.87
2534,2534,25823.0,234,2018-01-12,91.05
2535,2535,25817.0,234,2018-01-12,126.35
2536,2536,25815.0,234,2018-01-12,82.15
2537,2537,25807.0,234,2018-01-12,81.94
2538,2538,25805.0,234,2018-01-12,109.38
2539,2539,25799.0,234,2018-01-12,185.17
2540,2540,25797.0,234,2018-01-12,92.63
2541,2541,25793.0,234,2018-01-12,94.48
2542,2542,25785.0,234,2018-01-12,80.38
2543,2543,25781.0,234,2018-01-12,105.53
2544,2544,25779.0,234,2018-01-12,29.91
2545,2545,25777.0,234,2018-01-12,100.95
2546,2546,25772.0,234,2018-01-12,71.17
2547,2547,25769.0,234,2018-01-12,138.5
2548,2548,25758.0,234,2018-01-12,100.75
2549,2549,25754.0,234,2018-01-12,117.34
2550,2550,25745.0,234,2018-01-12,92.81
2551,2551,25743.0,234,2018-01-12,112.17
2552,2552,25740.0,234,2018-01-12,98.21
2553,2553,25736.0,234,2018-01-12,82.36
2554,2554,25718.0,234,2018-01-12,139.51
2555,2555,25662.0,234,2018-01-12,107.23
2556,2556,25658.0,234,2018-01-12,87.91
2557,2557,25653.0,234,2018-01-12,113.14
2558,2558,25649.0,234,2018-01-12,103.15
2559,2559,25645.0,234,2018-01-12,91.52
2560,2560,25612.0,234,2018-01-12,108.48
2561,2561,25599.0,234,2018-01-12,93.75
2562,2562,25596.0,234,2018-01-12,83.86
2563,2563,25594.0,234,2018-01-12,123.67
2564,2564,25592.0,234,2018-01-12,99.37
2565,2565,25580.0,234,2018-01-12,95.19
2566,2566,25572.0,234,2018-01-12,95.63
2567,2567,25535.0,234,2018-01-12,110.02
2568,2568,25530.0,234,2018-01-12,134.57
2569,2569,25524.0,234,2018-01-12,94.69
2570,2570,25518.0,234,2018-01-12,130.86
2571,2571,25513.0,234,2018-01-12,100.05
2572,2572,25506.0,234,2018-01-12,202.2
2573,2573,25491.0,234,2018-01-12,90.03
2574,2574,25489.0,234,2018-01-12,46.06
2575,2575,25488.0,234,2018-01-12,62.05
2576,2576,25486.0,234,2018-01-12,96.84
2577,2577,25483.0,234,2018-01-12,92.62
2578,2578,25473.0,234,2018-01-12,152.52
2579,2579,25438.0,234,2018-01-12,87.58
2580,2580,25436.0,234,2018-01-12,63.9
2581,2581,25430.0,234,2018-01-12,118.16
2582,2582,25426.0,234,2018-01-12,120.05
2583,2583,25407.0,234,2018-01-12,89.6
2584,2584,25402.0,234,2018-01-12,133.08
2585,2585,25398.0,234,2018-01-12,80.14
2586,2586,25394.0,234,2018-01-12,90.04
2587,2587,25386.0,234,2018-01-12,100.1
2588,2588,25377.0,234,2018-01-12,151.87
2589,2589,25372.0,234,2018-01-12,66.06
2590,2590,25368.0,234,2018-01-12,90.73
2591,2591,25339.0,234,2018-01-12,91.88
2592,2592,25335.0,234,2018-01-12,169.05
2593,2593,25328.0,234,2018-01-12,114.62
2594,2594,25326.0,234,2018-01-12,91.2
2595,2595,25324.0,234,2018-01-12,102.6
2596,2596,25322.0,234,2018-01-12,110.1
2597,2597,25320.0,234,2018-01-12,81.58
2598,2598,25317.0,234,2018-01-12,135.76
2599,2599,25312.0,234,2018-01-12,80.2
2600,2600,25307.0,234,2018-01-12,108.0
2601,2601,25299.0,234,2018-01-12,125.12
2602,2602,25297.0,234,2018-01-12,88.79
2603,2603,25295.0,234,2018-01-12,71.69
2604,2604,25293.0,234,2018-01-12,67.65
2605,2605,25290.0,234,2018-01-12,116.56
2606,2606,25288.0,234,2018-01-12,153.81
2607,2607,25286.0,234,2018-01-12,132.51
2608,2608,25281.0,234,2018-01-12,83.71
2609,2609,25279.0,234,2018-01-12,105.45
2610,2610,25269.0,234,2018-01-12,97.57
2611,2611,25260.0,234,2018-01-12,116.78
2612,2612,25258.0,234,2018-01-12,107.38
2613,2613,25245.0,234,2018-01-12,137.47
2614,2614,25224.0,234,2018-01-12,85.5
2615,2615,25214.0,234,2018-01-12,250.25
2616,2616,25200.0,234,2018-01-12,100.12
2617,2617,25183.0,234,2018-01-12,83.41
2618,2618,25181.0,234,2018-01-12,124.36
2619,2619,25178.0,234,2018-01-12,100.65
2620,2620,25175.0,234,2018-01-12,124.55
2621,2621,25168.0,234,2018-01-12,74.73
2622,2622,25154.0,234,2018-01-12,83.47
2623,2623,25151.0,234,2018-01-12,110.84
2624,2624,25148.0,234,2018-01-12,75.75
2625,2625,25126.0,234,2018-01-12,122.29
2626,2626,25123.0,234,2018-01-12,79.58
2627,2627,25120.0,234,2018-01-12,100.0
2628,2628,25099.0,234,2018-01-12,79.45
2629,2629,25095.0,234,2018-01-12,84.62
2630,2630,25086.0,234,2018-01-12,121.05
2631,2631,25053.0,234,2018-01-12,90.91
2632,2632,25040.0,234,2018-01-12,144.4
2633,2633,25035.0,234,2018-01-12,144.86
2634,2634,25019.0,234,2018-01-12,117.88
2635,2635,25001.0,234,2018-01-12,110.96
2636,2636,25000.0,234,2018-01-12,111.78
2637,2637,23855.0,234,2018-01-12,87.75
2638,2638,23815.0,234,2018-01-12,86.75
2639,2639,23807.0,234,2018-01-12,90.35
2640,2640,23686.0,234,2018-01-12,100.45
2641,2641,23682.0,234,2018-01-12,107.07
2642,2642,23678.0,234,2018-01-12,91.71
2643,2643,23675.0,234,2018-01-12,106.61
2644,2644,23672.0,234,2018-01-12,109.15
2645,2645,23670.0,234,2018-01-12,96.82
2646,2646,23660.0,234,2018-01-12,159.38
2647,2647,23586.0,234,2018-01-12,116.83
2648,2648,23580.0,234,2018-01-12,79.28
2649,2649,23574.0,234,2018-01-12,81.11
2650,2650,20787.0,234,2018-01-12,124.83
2651,2651,20770.0,234,2018-01-12,128.17
2652,2652,20750.0,234,2018-01-12,127.89
2653,2653,20710.0,234,2018-01-12,92.85
2654,2654,20621.0,234,2018-01-12,121.07
2655,2655,20614.0,234,2018-01-12,112.27
2656,2656,20570.0,234,2018-01-12,77.89
2657,2657,20550.0,234,2018-01-12,108.5
2658,2658,20517.0,234,2018-01-12,109.33
2659,2659,20443.0,234,2018-01-12,81.39
2660,2660,20400.0,234,2018-01-12,202.48
2661,2661,20383.0,234,2018-01-12,104.19
2662,2662,20310.0,234,2018-01-12,67.82
2663,2663,20295.0,234,2018-01-12,75.76
2664,2664,20250.0,234,2018-01-12,169.49
2665,2665,20238.0,234,2018-01-12,115.69
2666,2666,20228.0,234,2018-01-12,153.82
2667,2667,20178.0,234,2018-01-12,147.33
2668,2668,20175.0,234,2018-01-12,114.6
2669,2669,20060.0,234,2018-01-12,95.16
2670,2670,20045.0,234,2018-01-12,162.32
2671,2671,20032.0,234,2018-01-12,97.73
2672,2672,20013.0,234,2018-01-12,126.93
2673,2673,20011.0,234,2018-01-12,108.87
2674,2674,20001.0,234,2018-01-12,101.02
2675,2675,20000.0,234,2018-01-12,110.62
2676,2676,23570.0,234,2018-01-12,82.13
2677,2677,23555.0,234,2018-01-12,113.04
2678,2678,23500.0,234,2018-01-12,104.19
2679,2679,23466.0,234,2018-01-12,102.22
2680,2680,23464.0,234,2018-01-12,118.96
2681,2681,23419.0,234,2018-01-12,74.07
2682,2682,23417.0,234,2018-01-12,108.25
2683,2683,23350.0,234,2018-01-12,80.31
2684,2684,23300.0,234,2018-01-12,121.3
2685,2685,23189.0,234,2018-01-12,91.36
2686,2686,23182.0,234,2018-01-12,103.77
2687,2687,23168.0,234,2018-01-12,84.4
2688,2688,23162.0,234,2018-01-12,118.79
2689,2689,23090.0,234,2018-01-12,96.5
2690,2690,23079.0,234,2018-01-12,98.12
2691,2691,23068.0,234,2018-01-12,88.62
2692,2692,23001.0,234,2018-01-12,115.89
2693,2693,23000.0,234,2018-01-12,105.17
2694,2694,19824.0,234,2018-01-12,79.77
2695,2695,18860.0,234,2018-01-12,53.88
2696,2696,18785.0,234,2018-01-12,75.64
2697,2697,18756.0,234,2018-01-12,34.58
2698,2698,18753.0,234,2018-01-12,79.66
2699,2699,18610.0,234,2018-01-12,98.54
2700,2700,18592.0,234,2018-01-12,70.58
2701,2701,18479.0,234,2018-01-12,109.76
2702,2702,18460.0,234,2018-01-12,68.28
2703,2703,18410.0,234,2018-01-12,60.18
2704,2704,18256.0,234,2018-01-12,66.51
2705,2705,18247.0,234,2018-01-12,96.01
2706,2706,18205.0,234,2018-01-12,71.73
2707,2707,18150.0,234,2018-01-12,79.49
2708,2708,18094.0,234,2018-01-12,76.63
2709,2709,18029.0,234,2018-01-12,63.43
2710,2710,18001.0,234,2018-01-12,105.36
2711,2711,18000.0,234,2018-01-12,83.62
2712,2712,19845.0,234,2018-01-12,107.72
2713,2713,19821.0,234,2018-01-12,104.88
2714,2714,19809.0,234,2018-01-12,105.31
2715,2715,19807.0,234,2018-01-12,109.14
2716,2716,19785.0,234,2018-01-12,79.2
2717,2717,19780.0,234,2018-01-12,113.25
2718,2718,19760.0,234,2018-01-12,69.07
2719,2719,19743.0,234,2018-01-12,97.17
2720,2720,19701.0,234,2018-01-12,39.19
2721,2721,19698.0,234,2018-01-12,118.03
2722,2722,19693.0,234,2018-01-12,55.56
2723,2723,19622.0,234,2018-01-12,148.13
2724,2724,19585.0,234,2018-01-12,90.78
2725,2725,19573.0,234,2018-01-12,123.05
2726,2726,19548.0,234,2018-01-12,92.16
2727,2727,19533.0,234,2018-01-12,91.44
2728,2728,19532.0,234,2018-01-12,112.56
2729,2729,19517.0,234,2018-01-12,90.3
2730,2730,19513.0,234,2018-01-12,238.45
2731,2731,19473.0,234,2018-01-12,131.9
2732,2732,19455.0,234,2018-01-12,79.87
2733,2733,19450.0,234,2018-01-12,92.96
2734,2734,19418.0,234,2018-01-12,90.9
2735,2735,19397.0,234,2018-01-12,32.87
2736,2736,19392.0,234,2018-01-12,193.03
2737,2737,19364.0,234,2018-01-12,85.64
2738,2738,19355.0,234,2018-01-12,98.93
2739,2739,19318.0,234,2018-01-12,88.46
2740,2740,19300.0,234,2018-01-12,106.9
2741,2741,19290.0,234,2018-01-12,96.53
2742,2742,19256.0,234,2018-01-12,96.62
2743,2743,19212.0,234,2018-01-12,86.77
2744,2744,19142.0,234,2018-01-12,273.33
2745,2745,19137.0,234,2018-01-12,119.03
2746,2746,19130.0,234,2018-01-12,102.01
2747,2747,19110.0,234,2018-01-12,81.32
2748,2748,19100.0,234,2018-01-12,126.44
2749,2749,19075.0,234,2018-01-12,68.15
2750,2750,19050.0,234,2018-01-12,99.85
2751,2751,19022.0,234,2018-01-12,105.2
2752,2752,19001.0,234,2018-01-12,136.73
2753,2753,19000.0,234,2018-01-12,107.21
2754,2754,17495.0,234,2018-01-12,101.55
2755,2755,17486.0,234,2018-01-12,62.03
2756,2756,17446.0,234,2018-01-12,54.44
2757,2757,17444.0,234,2018-01-12,90.89
2758,2758,17442.0,234,2018-01-12,89.04
2759,2759,17433.0,234,2018-01-12,78.19
2760,2760,17388.0,234,2018-01-12,145.66
2761,2761,17380.0,234,2018-01-12,95.97
2762,2762,17272.0,234,2018-01-12,87.39
2763,2763,17174.0,234,2018-01-12,96.25
2764,2764,17088.0,234,2018-01-12,105.66
2765,2765,17050.0,234,2018-01-12,101.25
2766,2766,17042.0,234,2018-01-12,102.56
2767,2767,17013.0,234,2018-01-12,99.32
2768,2768,17001.0,234,2018-01-12,101.46
2769,2769,17000.0,234,2018-01-12,96.2
2770,2770,17877.0,234,2018-01-12,113.08
2771,2771,17873.0,234,2018-01-12,100.24
2772,2772,17867.0,234,2018-01-12,140.67
2773,2773,17777.0,234,2018-01-12,110.81
2774,2774,17665.0,234,2018-01-12,75.14
2775,2775,17662.0,234,2018-01-12,84.68
2776,2776,17653.0,234,2018-01-12,95.43
2777,2777,17616.0,234,2018-01-12,129.23
2778,2778,17614.0,234,2018-01-12,88.9
2779,2779,17541.0,234,2018-01-12,74.43
2780,2780,17524.0,234,2018-01-12,91.81
2781,2781,17513.0,234,2018-01-12,81.16
2782,2782,15897.0,234,2018-01-12,125.73
2783,2783,15879.0,234,2018-01-12,74.77
2784,2784,15861.0,234,2018-01-12,89.37
2785,2785,15842.0,234,2018-01-12,45.55
2786,2786,15839.0,234,2018-01-12,130.93
2787,2787,15837.0,234,2018-01-12,109.5
2788,2788,15835.0,234,2018-01-12,138.6
2789,2789,15832.0,234,2018-01-12,104.32
2790,2790,15822.0,234,2018-01-12,102.06
2791,2791,15820.0,234,2018-01-12,104.98
2792,2792,15816.0,234,2018-01-12,95.78
2793,2793,15814.0,234,2018-01-12,80.28
2794,2794,15810.0,234,2018-01-12,102.53
2795,2795,15808.0,234,2018-01-12,85.71
2796,2796,15806.0,234,2018-01-12,76.38
2797,2797,15804.0,234,2018-01-12,88.09
2798,2798,15798.0,234,2018-01-12,93.99
2799,2799,15790.0,234,2018-01-12,83.43
2800,2800,15778.0,234,2018-01-12,86.28
2801,2801,15776.0,234,2018-01-12,85.1
2802,2802,15774.0,234,2018-01-12,60.66
2803,2803,15764.0,234,2018-01-12,204.7
2804,2804,15763.0,234,2018-01-12,81.11
2805,2805,15762.0,234,2018-01-12,91.87
2806,2806,15761.0,234,2018-01-12,88.66
2807,2807,15759.0,234,2018-01-12,146.91
2808,2808,15757.0,234,2018-01-12,124.63
2809,2809,15755.0,234,2018-01-12,110.8
2810,2810,15753.0,234,2018-01-12,137.5
2811,2811,15740.0,234,2018-01-12,86.98
2812,2812,15723.0,234,2018-01-12,118.31
2813,2813,15720.0,234,2018-01-12,92.96
2814,2814,15696.0,234,2018-01-12,103.87
2815,2815,15693.0,234,2018-01-12,96.22
2816,2816,15690.0,234,2018-01-12,85.61
2817,2817,15686.0,234,2018-01-12,91.03
2818,2818,15681.0,234,2018-01-12,70.5
2819,2819,15676.0,234,2018-01-12,88.24
2820,2820,15673.0,234,2018-01-12,97.9
2821,2821,15667.0,234,2018-01-12,120.12
2822,2822,15664.0,234,2018-01-12,83.43
2823,2823,15660.0,234,2018-01-12,69.44
2824,2824,15646.0,234,2018-01-12,100.69
2825,2825,15638.0,234,2018-01-12,96.42
2826,2826,15632.0,234,2018-01-12,104.28
2827,2827,15621.0,234,2018-01-12,96.07
2828,2828,15600.0,234,2018-01-12,26.63
2829,2829,15599.0,234,2018-01-12,103.9
2830,2830,15580.0,234,2018-01-12,79.73
2831,2831,15572.0,234,2018-01-12,95.9
2832,2832,15550.0,234,2018-01-12,264.71
2833,2833,15542.0,234,2018-01-12,80.56
2834,2834,15537.0,234,2018-01-12,85.93
2835,2835,15533.0,234,2018-01-12,151.91
2836,2836,15531.0,234,2018-01-12,67.25
2837,2837,15522.0,234,2018-01-12,164.29
2838,2838,15518.0,234,2018-01-12,168.18
2839,2839,15516.0,234,2018-01-12,119.81
2840,2840,15514.0,234,2018-01-12,85.45
2841,2841,15511.0,234,2018-01-12,75.78
2842,2842,15507.0,234,2018-01-12,75.44
2843,2843,15500.0,234,2018-01-12,86.36
2844,2844,15494.0,234,2018-01-12,65.91
2845,2845,15491.0,234,2018-01-12,76.03
2846,2846,15480.0,234,2018-01-12,100.46
2847,2847,15476.0,234,2018-01-12,53.24
2848,2848,15469.0,234,2018-01-12,102.4
2849,2849,15466.0,234,2018-01-12,90.0
2850,2850,15464.0,234,2018-01-12,102.1
2851,2851,15455.0,234,2018-01-12,87.63
2852,2852,15442.0,234,2018-01-12,81.85
2853,2853,15425.0,234,2018-01-12,87.46
2854,2854,15407.0,234,2018-01-12,103.93
2855,2855,15403.0,234,2018-01-12,114.29
2856,2856,15401.0,234,2018-01-12,57.14
2857,2857,15380.0,234,2018-01-12,105.67
2858,2858,15377.0,234,2018-01-12,61.51
2859,2859,15368.0,234,2018-01-12,102.42
2860,2860,15367.0,234,2018-01-12,86.91
2861,2861,15362.0,234,2018-01-12,92.81
2862,2862,15332.0,234,2018-01-12,36.54
2863,2863,15325.0,234,2018-01-12,85.04
2864,2864,15322.0,234,2018-01-12,127.93
2865,2865,15317.0,234,2018-01-12,111.7
2866,2866,15299.0,234,2018-01-12,85.67
2867,2867,15296.0,234,2018-01-12,84.47
2868,2868,15293.0,234,2018-01-12,132.96
2869,2869,15276.0,234,2018-01-12,63.54
2870,2870,15272.0,234,2018-01-12,82.98
2871,2871,15248.0,234,2018-01-12,91.19
2872,2872,15244.0,234,2018-01-12,82.37
2873,2873,15238.0,234,2018-01-12,120.71
2874,2874,15236.0,234,2018-01-12,96.95
2875,2875,15232.0,234,2018-01-12,71.32
2876,2876,15226.0,234,2018-01-12,105.98
2877,2877,15224.0,234,2018-01-12,73.26
2878,2878,15223.0,234,2018-01-12,68.91
2879,2879,15218.0,234,2018-01-12,99.47
2880,2880,15215.0,234,2018-01-12,111.03
2881,2881,15212.0,234,2018-01-12,93.77
2882,2882,15204.0,234,2018-01-12,103.96
2883,2883,15189.0,234,2018-01-12,102.61
2884,2884,15187.0,234,2018-01-12,30.44
2885,2885,15185.0,234,2018-01-12,100.0
2886,2886,15183.0,234,2018-01-12,86.16
2887,2887,15180.0,234,2018-01-12,80.47
2888,2888,15176.0,234,2018-01-12,92.28
2889,2889,15172.0,234,2018-01-12,91.94
2890,2890,15162.0,234,2018-01-12,93.9
2891,2891,15135.0,234,2018-01-12,65.54
2892,2892,15131.0,234,2018-01-12,88.21
2893,2893,15114.0,234,2018-01-12,45.57
2894,2894,15109.0,234,2018-01-12,85.22
2895,2895,15106.0,234,2018-01-12,82.87
2896,2896,15104.0,234,2018-01-12,94.01
2897,2897,15097.0,234,2018-01-12,98.11
2898,2898,15092.0,234,2018-01-12,54.84
2899,2899,15090.0,234,2018-01-12,59.22
2900,2900,15087.0,234,2018-01-12,116.41
2901,2901,15051.0,234,2018-01-12,113.82
2902,2902,15047.0,234,2018-01-12,92.62
2903,2903,15022.0,234,2018-01-12,109.8
2904,2904,15001.0,234,2018-01-12,99.89
2905,2905,15000.0,234,2018-01-12,99.28
2906,2906,13894.0,234,2018-01-12,111.59
2907,2907,13873.0,234,2018-01-12,118.87
2908,2908,13838.0,234,2018-01-12,88.53
2909,2909,13836.0,234,2018-01-12,135.8
2910,2910,13810.0,234,2018-01-12,97.27
2911,2911,13780.0,234,2018-01-12,112.12
2912,2912,13760.0,234,2018-01-12,126.13
2913,2913,13744.0,234,2018-01-12,68.32
2914,2914,13688.0,234,2018-01-12,76.16
2915,2915,13683.0,234,2018-01-12,79.98
2916,2916,13673.0,234,2018-01-12,124.13
2917,2917,13670.0,234,2018-01-12,81.5
2918,2918,13667.0,234,2018-01-12,102.36
2919,2919,13657.0,234,2018-01-12,115.47
2920,2920,13655.0,234,2018-01-12,80.96
2921,2921,13654.0,234,2018-01-12,141.28
2922,2922,13650.0,234,2018-01-12,70.8
2923,2923,13647.0,234,2018-01-12,95.67
2924,2924,13620.0,234,2018-01-12,146.43
2925,2925,13600.0,234,2018-01-12,51.39
2926,2926,13580.0,234,2018-01-12,44.07
2927,2927,13549.0,234,2018-01-12,110.06
2928,2928,13490.0,234,2018-01-12,99.04
2929,2929,13473.0,234,2018-01-12,99.44
2930,2930,13468.0,234,2018-01-12,120.37
2931,2931,13458.0,234,2018-01-12,48.67
2932,2932,13442.0,234,2018-01-12,115.04
2933,2933,13440.0,234,2018-01-12,97.38
2934,2934,13433.0,234,2018-01-12,128.2
2935,2935,13430.0,234,2018-01-12,122.8
2936,2936,13300.0,234,2018-01-12,109.67
2937,2937,13268.0,234,2018-01-12,85.84
2938,2938,13248.0,234,2018-01-12,107.95
2939,2939,13244.0,234,2018-01-12,96.72
2940,2940,13222.0,234,2018-01-12,109.65
2941,2941,13212.0,234,2018-01-12,145.06
2942,2942,13188.0,234,2018-01-12,142.18
2943,2943,13160.0,234,2018-01-12,93.89
2944,2944,13140.0,234,2018-01-12,117.8
2945,2945,13074.0,234,2018-01-12,99.75
2946,2946,13062.0,234,2018-01-12,80.66
2947,2947,13052.0,234,2018-01-12,101.22
2948,2948,13042.0,234,2018-01-12,42.61
2949,2949,13030.0,234,2018-01-12,73.21
2950,2950,13006.0,234,2018-01-12,122.26
2951,2951,13001.0,234,2018-01-12,111.5
2952,2952,13000.0,234,2018-01-12,106.72
2953,2953,8849.0,234,2018-01-12,83.15
2954,2954,8832.0,234,2018-01-12,100.0
2955,2955,8770.0,234,2018-01-12,152.45
2956,2956,8758.0,234,2018-01-12,76.56
2957,2957,8685.0,234,2018-01-12,87.73
2958,2958,8675.0,234,2018-01-12,96.76
2959,2959,8638.0,234,2018-01-12,87.56
2960,2960,8634.0,234,2018-01-12,105.39
2961,2961,8606.0,234,2018-01-12,87.72
2962,2962,8573.0,234,2018-01-12,303.62
2963,2963,8560.0,234,2018-01-12,96.67
2964,2964,8558.0,234,2018-01-12,110.75
2965,2965,8549.0,234,2018-01-12,97.54
2966,2966,8520.0,234,2018-01-12,114.13
2967,2967,8436.0,234,2018-01-12,152.25
2968,2968,8433.0,234,2018-01-12,93.32
2969,2969,8421.0,234,2018-01-12,100.19
2970,2970,8372.0,234,2018-01-12,100.0
2971,2971,8296.0,234,2018-01-12,108.9
2972,2972,8141.0,234,2018-01-12,110.2
2973,2973,8137.0,234,2018-01-12,126.07
2974,2974,11001.0,234,2018-01-12,89.73
2975,2975,8078.0,234,2018-01-12,111.13
2976,2976,8001.0,234,2018-01-12,114.82
2977,2977,8000.0,234,2018-01-12,102.49
2978,2978,5895.0,234,2018-01-12,127.4
2979,2979,5893.0,234,2018-01-12,87.7
2980,2980,5890.0,234,2018-01-12,82.65
2981,2981,5887.0,234,2018-01-12,98.19
2982,2982,5885.0,234,2018-01-12,76.14
2983,2983,5873.0,234,2018-01-12,186.19
2984,2984,5861.0,234,2018-01-12,98.87
2985,2985,5858.0,234,2018-01-12,158.77
2986,2986,5856.0,234,2018-01-12,82.28
2987,2987,5854.0,234,2018-01-12,47.66
2988,2988,5847.0,234,2018-01-12,62.93
2989,2989,5842.0,234,2018-01-12,81.9
2990,2990,5837.0,234,2018-01-12,103.12
2991,2991,5819.0,234,2018-01-12,93.77
2992,2992,5809.0,234,2018-01-12,67.25
2993,2993,5792.0,234,2018-01-12,69.44
2994,2994,5790.0,234,2018-01-12,72.06
2995,2995,5789.0,234,2018-01-12,148.22
2996,2996,5761.0,234,2018-01-12,101.04
2997,2997,5756.0,234,2018-01-12,112.39
2998,2998,5736.0,234,2018-01-12,97.59
2999,2999,5697.0,234,2018-01-12,141.76
3000,3000,5690.0,234,2018-01-12,146.47
3001,3001,5686.0,234,2018-01-12,130.19
3002,3002,5679.0,234,2018-01-12,86.13
3003,3003,5674.0,234,2018-01-12,105.98
3004,3004,5670.0,234,2018-01-12,120.3
3005,3005,5667.0,234,2018-01-12,230.57
3006,3006,5665.0,234,2018-01-12,123.23
3007,3007,5664.0,234,2018-01-12,93.3
3008,3008,5660.0,234,2018-01-12,127.58
3009,3009,5659.0,234,2018-01-12,101.74
3010,3010,5658.0,234,2018-01-12,88.03
3011,3011,5656.0,234,2018-01-12,96.21
3012,3012,5652.0,234,2018-01-12,96.22
3013,3013,5649.0,234,2018-01-12,112.43
3014,3014,5647.0,234,2018-01-12,100.47
3015,3015,5642.0,234,2018-01-12,73.92
3016,3016,5631.0,234,2018-01-12,160.91
3017,3017,5628.0,234,2018-01-12,99.54
3018,3018,5615.0,234,2018-01-12,109.53
3019,3019,5607.0,234,2018-01-12,107.71
3020,3020,5604.0,234,2018-01-12,107.09
3021,3021,5591.0,234,2018-01-12,97.92
3022,3022,5585.0,234,2018-01-12,73.72
3023,3023,5579.0,234,2018-01-12,87.52
3024,3024,5576.0,234,2018-01-12,116.37
3025,3025,5543.0,234,2018-01-12,71.15
3026,3026,5541.0,234,2018-01-12,96.36
3027,3027,5501.0,234,2018-01-12,80.67
3028,3028,5495.0,234,2018-01-12,113.21
3029,3029,5490.0,234,2018-01-12,103.74
3030,3030,5483.0,234,2018-01-12,50.96
3031,3031,5480.0,234,2018-01-12,111.2
3032,3032,5475.0,234,2018-01-12,68.21
3033,3033,5467.0,234,2018-01-12,65.39
3034,3034,5440.0,234,2018-01-12,136.81
3035,3035,5425.0,234,2018-01-12,169.12
3036,3036,5411.0,234,2018-01-12,143.29
3037,3037,5400.0,234,2018-01-12,101.51
3038,3038,5390.0,234,2018-01-12,147.83
3039,3039,5380.0,234,2018-01-12,117.86
3040,3040,5376.0,234,2018-01-12,106.17
3041,3041,5368.0,234,2018-01-12,106.45
3042,3042,5364.0,234,2018-01-12,106.93
3043,3043,5361.0,234,2018-01-12,103.65
3044,3044,5360.0,234,2018-01-12,91.0
3045,3045,5353.0,234,2018-01-12,159.12
3046,3046,5347.0,234,2018-01-12,105.35
3047,3047,5321.0,234,2018-01-12,183.03
3048,3048,5318.0,234,2018-01-12,66.45
3049,3049,5315.0,234,2018-01-12,90.35
3050,3050,5313.0,234,2018-01-12,105.43
3051,3051,5310.0,234,2018-01-12,81.52
3052,3052,5308.0,234,2018-01-12,76.04
3053,3053,5306.0,234,2018-01-12,180.43
3054,3054,5284.0,234,2018-01-12,133.52
3055,3055,5282.0,234,2018-01-12,98.71
3056,3056,5266.0,234,2018-01-12,75.76
3057,3057,5264.0,234,2018-01-12,99.48
3058,3058,5250.0,234,2018-01-12,114.53
3059,3059,5240.0,234,2018-01-12,81.11
3060,3060,5237.0,234,2018-01-12,88.46
3061,3061,5234.0,234,2018-01-12,116.97
3062,3062,5212.0,234,2018-01-12,130.48
3063,3063,5209.0,234,2018-01-12,111.06
3064,3064,5206.0,234,2018-01-12,69.94
3065,3065,5197.0,234,2018-01-12,126.62
3066,3066,5190.0,234,2018-01-12,114.24
3067,3067,5172.0,234,2018-01-12,87.6
3068,3068,5154.0,234,2018-01-12,102.64
3069,3069,5150.0,234,2018-01-12,109.28
3070,3070,5148.0,234,2018-01-12,102.68
3071,3071,5147.0,234,2018-01-12,105.02
3072,3072,5145.0,234,2018-01-12,77.3
3073,3073,5142.0,234,2018-01-12,66.89
3074,3074,5138.0,234,2018-01-12,105.75
3075,3075,5134.0,234,2018-01-12,57.83
3076,3076,5129.0,234,2018-01-12,94.28
3077,3077,5125.0,234,2018-01-12,101.17
3078,3078,5120.0,234,2018-01-12,77.69
3079,3079,5113.0,234,2018-01-12,137.95
3080,3080,5107.0,234,2018-01-12,92.9
