,llave_dmgrfc,fk_municipio,fk_indicador,fk_fecha,valor_dmgrfc
1637,1637,15187.0,15,2018-01-12,25.0
1638,1638,15189.0,15,2018-01-12,45.0
1639,1639,15204.0,15,2018-01-12,99.0
1640,1640,15212.0,15,2018-01-12,55.0
1641,1641,15215.0,15,2018-01-12,22.0
1642,1642,15218.0,15,2018-01-12,47.0
1643,1643,15223.0,15,2018-01-12,42.0
1644,1644,15224.0,15,2018-01-12,33.0
1645,1645,15226.0,15,2018-01-12,19.0
1646,1646,15232.0,15,2018-01-12,48.0
1647,1647,15236.0,15,2018-01-12,31.0
1648,1648,15244.0,15,2018-01-12,47.0
1649,1649,15248.0,15,2018-01-12,46.0
1650,1650,15272.0,15,2018-01-12,80.0
1651,1651,15276.0,15,2018-01-12,55.0
1652,1652,15293.0,15,2018-01-12,40.0
1653,1653,15296.0,15,2018-01-12,51.0
1654,1654,15317.0,15,2018-01-12,33.0
1655,1655,15325.0,15,2018-01-12,77.0
1656,1656,15332.0,15,2018-01-12,42.0
1657,1657,15362.0,15,2018-01-12,15.0
1658,1658,15367.0,15,2018-01-12,90.0
1659,1659,15368.0,15,2018-01-12,60.0
1660,1660,15377.0,15,2018-01-12,44.0
1661,1661,15380.0,15,2018-01-12,58.0
1662,1662,15401.0,15,2018-01-12,15.0
1663,1663,15403.0,15,2018-01-12,54.0
1664,1664,15425.0,15,2018-01-12,81.0
1665,1665,15442.0,15,2018-01-12,79.0
1666,1666,15464.0,15,2018-01-12,49.0
1667,1667,15466.0,15,2018-01-12,36.0
1668,1668,15476.0,15,2018-01-12,39.0
1669,1669,15480.0,15,2018-01-12,82.0
1670,1670,15491.0,15,2018-01-12,100.0
1671,1671,15494.0,15,2018-01-12,64.0
1672,1672,15500.0,15,2018-01-12,25.0
1673,1673,15507.0,15,2018-01-12,76.0
1674,1674,15511.0,15,2018-01-12,62.0
1675,1675,15514.0,15,2018-01-12,42.0
1676,1676,15518.0,15,2018-01-12,26.0
1677,1677,15522.0,15,2018-01-12,25.0
1678,1678,15533.0,15,2018-01-12,16.0
1679,1679,15537.0,15,2018-01-12,45.0
1680,1680,15542.0,15,2018-01-12,80.0
1681,1681,15550.0,15,2018-01-12,10.0
1682,1682,15580.0,15,2018-01-12,68.0
1683,1683,15599.0,15,2018-01-12,98.0
1684,1684,15600.0,15,2018-01-12,74.0
1685,1685,15621.0,15,2018-01-12,42.0
1686,1686,15638.0,15,2018-01-12,31.0
1687,1687,15646.0,15,2018-01-12,93.0
1688,1688,15660.0,15,2018-01-12,26.0
1689,1689,15664.0,15,2018-01-12,64.0
1690,1690,15667.0,15,2018-01-12,80.0
1691,1691,15673.0,15,2018-01-12,61.0
1692,1692,15676.0,15,2018-01-12,36.0
1693,1693,15681.0,15,2018-01-12,75.0
1694,1694,15686.0,15,2018-01-12,71.0
1695,1695,15690.0,15,2018-01-12,46.0
1696,1696,15696.0,15,2018-01-12,47.0
1697,1697,15720.0,15,2018-01-12,38.0
1698,1698,15723.0,15,2018-01-12,15.0
1699,1699,15740.0,15,2018-01-12,57.0
1700,1700,15755.0,15,2018-01-12,88.0
1701,1701,15757.0,15,2018-01-12,73.0
1702,1702,15761.0,15,2018-01-12,71.0
1703,1703,15762.0,15,2018-01-12,24.0
1704,1704,15763.0,15,2018-01-12,91.0
1705,1705,15764.0,15,2018-01-12,49.0
1706,1706,15774.0,15,2018-01-12,44.0
1707,1707,15776.0,15,2018-01-12,62.0
1708,1708,15778.0,15,2018-01-12,73.0
1709,1709,15790.0,15,2018-01-12,57.0
1710,1710,15798.0,15,2018-01-12,70.0
1711,1711,15806.0,15,2018-01-12,95.0
1712,1712,15808.0,15,2018-01-12,44.0
1713,1713,15810.0,15,2018-01-12,37.0
1714,1714,15814.0,15,2018-01-12,76.0
1715,1715,15816.0,15,2018-01-12,50.0
1716,1716,15820.0,15,2018-01-12,28.0
1717,1717,15822.0,15,2018-01-12,46.0
1718,1718,15832.0,15,2018-01-12,21.0
1719,1719,15835.0,15,2018-01-12,88.0
1720,1720,15837.0,15,2018-01-12,88.0
1721,1721,15839.0,15,2018-01-12,23.0
1722,1722,15897.0,15,2018-01-12,64.0
1723,1723,15879.0,15,2018-01-12,47.0
1724,1724,52685.0,15,2018-01-12,96.0
1725,1725,52694.0,15,2018-01-12,69.0
1726,1726,52696.0,15,2018-01-12,65.0
1727,1727,52699.0,15,2018-01-12,94.0
1728,1728,52720.0,15,2018-01-12,75.0
1729,1729,52022.0,15,2018-01-12,63.0
1730,1730,52051.0,15,2018-01-12,94.0
1731,1731,52083.0,15,2018-01-12,57.0
1732,1732,52210.0,15,2018-01-12,91.0
1733,1733,52224.0,15,2018-01-12,82.0
1734,1734,52233.0,15,2018-01-12,63.0
1735,1735,52254.0,15,2018-01-12,84.0
1736,1736,52287.0,15,2018-01-12,98.0
1737,1737,52323.0,15,2018-01-12,74.0
1738,1738,52352.0,15,2018-01-12,82.0
1739,1739,52354.0,15,2018-01-12,93.0
1740,1740,52385.0,15,2018-01-12,52.0
1741,1741,52390.0,15,2018-01-12,44.0
1742,1742,52418.0,15,2018-01-12,92.0
1743,1743,52427.0,15,2018-01-12,91.0
1744,1744,52435.0,15,2018-01-12,98.0
1745,1745,52473.0,15,2018-01-12,66.0
1746,1746,52480.0,15,2018-01-12,28.0
1747,1747,52506.0,15,2018-01-12,83.0
1748,1748,52520.0,15,2018-01-12,58.0
1749,1749,52540.0,15,2018-01-12,80.0
1750,1750,52565.0,15,2018-01-12,60.0
1751,1751,52621.0,15,2018-01-12,45.0
1752,1752,63548.0,15,2018-01-12,54.0
1753,1753,63690.0,15,2018-01-12,97.0
1754,1754,63111.0,15,2018-01-12,32.0
1755,1755,63212.0,15,2018-01-12,55.0
1756,1756,63302.0,15,2018-01-12,94.0
1757,1757,54051.0,15,2018-01-12,90.0
1758,1758,54099.0,15,2018-01-12,78.0
1759,1759,54109.0,15,2018-01-12,40.0
1760,1760,54125.0,15,2018-01-12,25.0
1761,1761,54174.0,15,2018-01-12,90.0
1762,1762,54223.0,15,2018-01-12,90.0
1763,1763,54239.0,15,2018-01-12,46.0
1764,1764,54250.0,15,2018-01-12,61.0
1765,1765,54313.0,15,2018-01-12,69.0
1766,1766,54344.0,15,2018-01-12,31.0
1767,1767,54347.0,15,2018-01-12,62.0
1768,1768,54377.0,15,2018-01-12,73.0
1769,1769,54385.0,15,2018-01-12,72.0
1770,1770,54398.0,15,2018-01-12,56.0
1771,1771,54418.0,15,2018-01-12,36.0
1772,1772,54480.0,15,2018-01-12,34.0
1773,1773,54520.0,15,2018-01-12,69.0
1774,1774,54553.0,15,2018-01-12,44.0
1775,1775,54599.0,15,2018-01-12,66.0
1776,1776,54670.0,15,2018-01-12,48.0
1777,1777,54673.0,15,2018-01-12,38.0
1778,1778,54680.0,15,2018-01-12,35.0
1779,1779,54743.0,15,2018-01-12,41.0
1780,1780,54800.0,15,2018-01-12,79.0
1781,1781,54871.0,15,2018-01-12,28.0
1782,1782,66383.0,15,2018-01-12,87.0
1783,1783,66456.0,15,2018-01-12,98.0
1784,1784,66572.0,15,2018-01-12,73.0
1785,1785,66075.0,15,2018-01-12,70.0
1786,1786,41801.0,15,2018-01-12,69.0
1787,1787,41872.0,15,2018-01-12,71.0
1788,1788,41885.0,15,2018-01-12,54.0
1789,1789,41013.0,15,2018-01-12,69.0
1790,1790,41026.0,15,2018-01-12,33.0
1791,1791,41078.0,15,2018-01-12,83.0
1792,1792,41206.0,15,2018-01-12,75.0
1793,1793,41244.0,15,2018-01-12,48.0
1794,1794,41349.0,15,2018-01-12,59.0
1795,1795,41357.0,15,2018-01-12,71.0
1796,1796,41378.0,15,2018-01-12,74.0
1797,1797,41483.0,15,2018-01-12,52.0
1798,1798,41503.0,15,2018-01-12,67.0
1799,1799,41518.0,15,2018-01-12,47.0
1800,1800,41530.0,15,2018-01-12,68.0
1801,1801,41660.0,15,2018-01-12,73.0
1802,1802,41676.0,15,2018-01-12,75.0
1803,1803,41797.0,15,2018-01-12,91.0
1804,1804,44035.0,15,2018-01-12,60.0
1805,1805,44098.0,15,2018-01-12,65.0
1806,1806,44110.0,15,2018-01-12,44.0
1807,1807,44378.0,15,2018-01-12,60.0
1808,1808,44420.0,15,2018-01-12,22.0
1809,1809,44855.0,15,2018-01-12,76.0
1810,1810,47605.0,15,2018-01-12,96.0
1811,1811,47675.0,15,2018-01-12,95.0
1812,1812,47703.0,15,2018-01-12,79.0
1813,1813,47720.0,15,2018-01-12,73.0
1814,1814,47960.0,15,2018-01-12,68.0
1815,1815,47030.0,15,2018-01-12,75.0
1816,1816,47161.0,15,2018-01-12,95.0
1817,1817,47268.0,15,2018-01-12,95.0
1818,1818,47541.0,15,2018-01-12,80.0
1819,1819,47545.0,15,2018-01-12,82.0
1820,1820,50110.0,15,2018-01-12,34.0
1821,1821,50124.0,15,2018-01-12,46.0
1822,1822,50150.0,15,2018-01-12,62.0
1823,1823,50223.0,15,2018-01-12,69.0
1824,1824,50245.0,15,2018-01-12,25.0
1825,1825,50251.0,15,2018-01-12,88.0
1826,1826,50270.0,15,2018-01-12,44.0
1827,1827,50318.0,15,2018-01-12,87.0
1828,1828,50325.0,15,2018-01-12,26.0
1829,1829,50330.0,15,2018-01-12,91.0
1830,1830,50370.0,15,2018-01-12,62.0
1831,1831,50450.0,15,2018-01-12,68.0
1832,1832,50568.0,15,2018-01-12,99.0
1833,1833,50577.0,15,2018-01-12,86.0
1834,1834,50590.0,15,2018-01-12,94.0
1835,1835,50680.0,15,2018-01-12,52.0
1836,1836,50683.0,15,2018-01-12,93.0
1837,1837,50686.0,15,2018-01-12,11.0
1838,1838,76054.0,15,2018-01-12,70.0
1839,1839,76243.0,15,2018-01-12,98.0
1840,1840,76246.0,15,2018-01-12,82.0
1841,1841,76250.0,15,2018-01-12,79.0
1842,1842,76845.0,15,2018-01-12,62.0
1843,1843,76863.0,15,2018-01-12,85.0
1844,1844,81220.0,15,2018-01-12,33.0
1845,1845,81591.0,15,2018-01-12,33.0
1846,1846,85300.0,15,2018-01-12,27.0
1847,1847,85315.0,15,2018-01-12,14.0
1848,1848,85325.0,15,2018-01-12,55.0
1849,1849,85400.0,15,2018-01-12,48.0
1850,1850,85410.0,15,2018-01-12,94.0
1851,1851,85430.0,15,2018-01-12,69.0
1852,1852,85015.0,15,2018-01-12,20.0
1853,1853,85125.0,15,2018-01-12,67.0
1854,1854,85136.0,15,2018-01-12,13.0
1855,1855,85139.0,15,2018-01-12,90.0
1856,1856,85225.0,15,2018-01-12,60.0
1857,1857,85230.0,15,2018-01-12,63.0
1858,1858,85263.0,15,2018-01-12,68.0
1859,1859,85279.0,15,2018-01-12,14.0
1860,1860,88564.0,15,2018-01-12,36.0
1861,1861,86219.0,15,2018-01-12,43.0
1862,1862,86569.0,15,2018-01-12,99.0
1863,1863,86755.0,15,2018-01-12,58.0
1864,1864,86757.0,15,2018-01-12,98.0
1865,1865,86760.0,15,2018-01-12,50.0
1866,1866,91540.0,15,2018-01-12,38.0
1867,1867,97666.0,15,2018-01-12,5.0
1868,1868,97001.0,15,2018-01-12,81.0
1869,1869,97161.0,15,2018-01-12,11.0
1870,1870,95025.0,15,2018-01-12,73.0
1871,1871,95015.0,15,2018-01-12,48.0
1872,1872,95200.0,15,2018-01-12,39.0
1873,1873,99624.0,15,2018-01-12,13.0
1874,1874,99001.0,15,2018-01-12,70.0
1875,1875,99524.0,15,2018-01-12,39.0
1876,1876,27006.0,15,2018-01-12,63.0
1877,1877,27050.0,15,2018-01-12,49.0
1878,1878,27073.0,15,2018-01-12,39.0
1879,1879,27075.0,15,2018-01-12,56.0
1880,1880,27099.0,15,2018-01-12,47.0
1881,1881,27135.0,15,2018-01-12,29.0
1882,1882,27150.0,15,2018-01-12,88.0
1883,1883,27160.0,15,2018-01-12,33.0
1884,1884,27205.0,15,2018-01-12,52.0
1885,1885,27245.0,15,2018-01-12,54.0
1886,1886,27250.0,15,2018-01-12,59.0
1887,1887,27372.0,15,2018-01-12,29.0
1888,1888,27413.0,15,2018-01-12,41.0
1889,1889,27425.0,15,2018-01-12,48.0
1890,1890,27430.0,15,2018-01-12,81.0
1891,1891,27450.0,15,2018-01-12,68.0
1892,1892,27491.0,15,2018-01-12,45.0
1893,1893,27495.0,15,2018-01-12,49.0
1894,1894,27580.0,15,2018-01-12,38.0
1895,1895,27600.0,15,2018-01-12,37.0
1896,1896,27660.0,15,2018-01-12,28.0
1897,1897,27745.0,15,2018-01-12,14.0
1898,1898,27787.0,15,2018-01-12,90.0
1899,1899,27810.0,15,2018-01-12,30.0
1900,1900,27800.0,15,2018-01-12,65.0
1901,1901,25772.0,15,2018-01-12,96.0
1902,1902,25777.0,15,2018-01-12,87.0
1903,1903,25779.0,15,2018-01-12,64.0
1904,1904,25781.0,15,2018-01-12,40.0
1905,1905,25793.0,15,2018-01-12,47.0
1906,1906,25805.0,15,2018-01-12,81.0
1907,1907,25807.0,15,2018-01-12,67.0
1908,1908,25823.0,15,2018-01-12,83.0
1909,1909,25841.0,15,2018-01-12,84.0
1910,1910,25845.0,15,2018-01-12,68.0
1911,1911,25851.0,15,2018-01-12,72.0
1912,1912,25867.0,15,2018-01-12,82.0
1913,1913,25871.0,15,2018-01-12,33.0
1914,1914,25898.0,15,2018-01-12,69.0
1915,1915,25019.0,15,2018-01-12,76.0
1916,1916,25086.0,15,2018-01-12,22.0
1917,1917,25095.0,15,2018-01-12,55.0
1918,1918,25099.0,15,2018-01-12,54.0
1919,1919,25120.0,15,2018-01-12,39.0
1920,1920,25154.0,15,2018-01-12,95.0
1921,1921,25168.0,15,2018-01-12,90.0
1922,1922,25178.0,15,2018-01-12,88.0
1923,1923,25224.0,15,2018-01-12,48.0
1924,1924,25258.0,15,2018-01-12,95.0
1925,1925,25260.0,15,2018-01-12,80.0
1926,1926,25281.0,15,2018-01-12,63.0
1927,1927,25288.0,15,2018-01-12,52.0
1928,1928,25293.0,15,2018-01-12,77.0
1929,1929,25295.0,15,2018-01-12,54.0
1930,1930,25299.0,15,2018-01-12,51.0
1931,1931,25312.0,15,2018-01-12,48.0
1932,1932,25317.0,15,2018-01-12,80.0
1933,1933,25322.0,15,2018-01-12,98.0
1934,1934,25324.0,15,2018-01-12,54.0
1935,1935,25326.0,15,2018-01-12,43.0
1936,1936,25328.0,15,2018-01-12,67.0
1937,1937,25335.0,15,2018-01-12,42.0
1938,1938,25339.0,15,2018-01-12,28.0
1939,1939,25368.0,15,2018-01-12,39.0
1940,1940,25372.0,15,2018-01-12,93.0
1941,1941,25407.0,15,2018-01-12,59.0
1942,1942,25426.0,15,2018-01-12,91.0
1943,1943,25436.0,15,2018-01-12,66.0
1944,1944,25438.0,15,2018-01-12,90.0
1945,1945,25483.0,15,2018-01-12,38.0
1946,1946,25486.0,15,2018-01-12,65.0
1947,1947,25488.0,15,2018-01-12,67.0
1948,1948,25489.0,15,2018-01-12,74.0
1949,1949,25491.0,15,2018-01-12,91.0
1950,1950,25506.0,15,2018-01-12,59.0
1951,1951,25518.0,15,2018-01-12,63.0
1952,1952,25524.0,15,2018-01-12,67.0
1953,1953,25530.0,15,2018-01-12,65.0
1954,1954,25535.0,15,2018-01-12,92.0
1955,1955,25580.0,15,2018-01-12,63.0
1956,1956,25592.0,15,2018-01-12,86.0
1957,1957,25594.0,15,2018-01-12,37.0
1958,1958,25653.0,15,2018-01-12,67.0
1959,1959,25736.0,15,2018-01-12,64.0
1960,1960,5004.0,15,2018-01-12,31.0
1961,1961,5021.0,15,2018-01-12,54.0
1962,1962,5036.0,15,2018-01-12,52.0
1963,1963,5038.0,15,2018-01-12,83.0
1964,1964,5044.0,15,2018-01-12,54.0
1965,1965,5055.0,15,2018-01-12,68.0
1966,1966,5059.0,15,2018-01-12,80.0
1967,1967,5086.0,15,2018-01-12,37.0
1968,1968,5091.0,15,2018-01-12,90.0
1969,1969,5107.0,15,2018-01-12,48.0
1970,1970,5113.0,15,2018-01-12,79.0
1971,1971,5125.0,15,2018-01-12,57.0
1972,1972,5134.0,15,2018-01-12,75.0
1973,1973,5142.0,15,2018-01-12,55.0
1974,1974,5145.0,15,2018-01-12,46.0
1975,1975,5150.0,15,2018-01-12,49.0
1976,1976,5206.0,15,2018-01-12,51.0
1977,1977,5264.0,15,2018-01-12,62.0
1978,1978,5306.0,15,2018-01-12,42.0
1979,1979,5313.0,15,2018-01-12,87.0
1980,1980,5315.0,15,2018-01-12,58.0
1981,1981,5321.0,15,2018-01-12,89.0
1982,1982,5347.0,15,2018-01-12,57.0
1983,1983,5353.0,15,2018-01-12,60.0
1984,1984,5390.0,15,2018-01-12,45.0
1985,1985,5411.0,15,2018-01-12,99.0
1986,1986,5425.0,15,2018-01-12,80.0
1987,1987,5467.0,15,2018-01-12,84.0
1988,1988,5475.0,15,2018-01-12,13.0
1989,1989,5480.0,15,2018-01-12,60.0
1990,1990,5483.0,15,2018-01-12,96.0
1991,1991,5501.0,15,2018-01-12,35.0
1992,1992,5543.0,15,2018-01-12,87.0
1993,1993,5576.0,15,2018-01-12,85.0
1994,1994,5591.0,15,2018-01-12,94.0
1995,1995,5628.0,15,2018-01-12,77.0
1996,1996,5647.0,15,2018-01-12,51.0
1997,1997,5652.0,15,2018-01-12,69.0
1998,1998,5658.0,15,2018-01-12,20.0
1999,1999,5659.0,15,2018-01-12,98.0
2000,2000,5660.0,15,2018-01-12,98.0
2001,2001,5792.0,15,2018-01-12,60.0
2002,2002,5819.0,15,2018-01-12,41.0
2003,2003,5842.0,15,2018-01-12,56.0
2004,2004,5854.0,15,2018-01-12,75.0
2005,2005,5856.0,15,2018-01-12,68.0
2006,2006,5858.0,15,2018-01-12,80.0
2007,2007,5873.0,15,2018-01-12,48.0
2008,2008,5885.0,15,2018-01-12,62.0
2009,2009,8549.0,15,2018-01-12,54.0
2010,2010,8675.0,15,2018-01-12,97.0
2011,2011,8770.0,15,2018-01-12,69.0
2012,2012,13030.0,15,2018-01-12,77.0
2013,2013,13042.0,15,2018-01-12,56.0
2014,2014,13062.0,15,2018-01-12,72.0
2015,2015,13160.0,15,2018-01-12,56.0
2016,2016,13222.0,15,2018-01-12,79.0
2017,2017,13268.0,15,2018-01-12,74.0
2018,2018,13458.0,15,2018-01-12,87.0
2019,2019,13490.0,15,2018-01-12,30.0
2020,2020,13580.0,15,2018-01-12,36.0
2021,2021,13600.0,15,2018-01-12,89.0
2022,2022,13620.0,15,2018-01-12,66.0
2023,2023,13655.0,15,2018-01-12,76.0
2024,2024,13673.0,15,2018-01-12,97.0
2025,2025,13760.0,15,2018-01-12,84.0
2026,2026,13780.0,15,2018-01-12,99.0
2027,2027,13838.0,15,2018-01-12,100.0
2028,2028,70230.0,16,2018-01-12,63.0
2029,2029,73030.0,16,2018-01-12,100.0
2030,2030,73043.0,16,2018-01-12,95.0
2031,2031,73152.0,16,2018-01-12,81.0
2032,2032,73347.0,16,2018-01-12,78.0
2033,2033,73461.0,16,2018-01-12,33.0
2034,2034,73622.0,16,2018-01-12,53.0
2035,2035,73686.0,16,2018-01-12,86.0
2036,2036,73770.0,16,2018-01-12,95.0
2037,2037,73870.0,16,2018-01-12,100.0
2038,2038,68013.0,16,2018-01-12,25.0
2039,2039,68051.0,16,2018-01-12,99.0
2040,2040,68092.0,16,2018-01-12,71.0
2041,2041,68121.0,16,2018-01-12,20.0
2042,2042,68132.0,16,2018-01-12,18.0
2043,2043,68152.0,16,2018-01-12,67.0
2044,2044,68160.0,16,2018-01-12,20.0
2045,2045,68162.0,16,2018-01-12,70.0
2046,2046,68169.0,16,2018-01-12,47.0
2047,2047,68176.0,16,2018-01-12,37.0
2048,2048,68207.0,16,2018-01-12,91.0
2049,2049,68209.0,16,2018-01-12,19.0
2050,2050,68211.0,16,2018-01-12,87.0
2051,2051,68217.0,16,2018-01-12,54.0
2052,2052,68245.0,16,2018-01-12,28.0
2053,2053,68250.0,16,2018-01-12,49.0
2054,2054,68264.0,16,2018-01-12,23.0
2055,2055,68266.0,16,2018-01-12,50.0
2056,2056,68296.0,16,2018-01-12,37.0
2057,2057,68298.0,16,2018-01-12,57.0
2058,2058,68318.0,16,2018-01-12,81.0
2059,2059,68320.0,16,2018-01-12,70.0
2060,2060,68322.0,16,2018-01-12,23.0
2061,2061,68327.0,16,2018-01-12,80.0
2062,2062,68344.0,16,2018-01-12,17.0
2063,2063,68368.0,16,2018-01-12,69.0
2064,2064,68370.0,16,2018-01-12,10.0
2065,2065,68425.0,16,2018-01-12,53.0
2066,2066,68444.0,16,2018-01-12,77.0
2067,2067,68468.0,16,2018-01-12,81.0
2068,2068,68498.0,16,2018-01-12,46.0
2069,2069,68502.0,16,2018-01-12,97.0
2070,2070,68522.0,16,2018-01-12,20.0
2071,2071,68524.0,16,2018-01-12,39.0
2072,2072,68533.0,16,2018-01-12,35.0
2073,2073,68549.0,16,2018-01-12,62.0
2074,2074,68573.0,16,2018-01-12,58.0
2075,2075,68673.0,16,2018-01-12,68.0
2076,2076,68682.0,16,2018-01-12,50.0
2077,2077,68684.0,16,2018-01-12,96.0
2078,2078,68686.0,16,2018-01-12,47.0
2079,2079,68705.0,16,2018-01-12,26.0
2080,2080,68720.0,16,2018-01-12,29.0
2081,2081,68780.0,16,2018-01-12,61.0
2082,2082,68820.0,16,2018-01-12,80.0
2083,2083,68855.0,16,2018-01-12,55.0
2084,2084,68867.0,16,2018-01-12,19.0
2085,2085,20310.0,16,2018-01-12,40.0
2086,2086,20443.0,16,2018-01-12,77.0
2087,2087,19290.0,16,2018-01-12,100.0
2088,2088,19533.0,16,2018-01-12,53.0
2089,2089,19701.0,16,2018-01-12,74.0
2090,2090,23682.0,16,2018-01-12,86.0
2091,2091,18029.0,16,2018-01-12,54.0
2092,2092,18205.0,16,2018-01-12,63.0
2093,2093,18460.0,16,2018-01-12,61.0
2094,2094,18479.0,16,2018-01-12,37.0
2095,2095,18756.0,16,2018-01-12,57.0
2096,2096,18860.0,16,2018-01-12,74.0
2097,2097,18785.0,16,2018-01-12,65.0
2098,2098,17388.0,16,2018-01-12,84.0
2099,2099,17442.0,16,2018-01-12,62.0
2100,2100,17446.0,16,2018-01-12,28.0
2101,2101,17495.0,16,2018-01-12,50.0
2102,2102,17665.0,16,2018-01-12,78.0
2103,2103,54109.0,16,2018-01-12,65.0
2104,2104,54125.0,16,2018-01-12,41.0
2105,2105,54239.0,16,2018-01-12,63.0
2106,2106,54313.0,16,2018-01-12,82.0
2107,2107,54344.0,16,2018-01-12,54.0
2108,2108,54347.0,16,2018-01-12,86.0
2109,2109,54377.0,16,2018-01-12,72.0
2110,2110,54385.0,16,2018-01-12,99.0
2111,2111,54398.0,16,2018-01-12,74.0
2112,2112,54418.0,16,2018-01-12,34.0
2113,2113,54480.0,16,2018-01-12,43.0
2114,2114,54520.0,16,2018-01-12,94.0
2115,2115,54553.0,16,2018-01-12,62.0
2116,2116,54599.0,16,2018-01-12,98.0
2117,2117,54670.0,16,2018-01-12,95.0
2118,2118,54673.0,16,2018-01-12,60.0
2119,2119,54680.0,16,2018-01-12,45.0
2120,2120,54743.0,16,2018-01-12,60.0
2121,2121,54871.0,16,2018-01-12,55.0
2122,2122,63111.0,16,2018-01-12,31.0
2123,2123,63212.0,16,2018-01-12,77.0
2124,2124,63548.0,16,2018-01-12,78.0
2125,2125,66075.0,16,2018-01-12,74.0
2126,2126,66572.0,16,2018-01-12,99.0
2127,2127,44098.0,16,2018-01-12,89.0
2128,2128,44110.0,16,2018-01-12,53.0
2129,2129,44378.0,16,2018-01-12,81.0
2130,2130,44420.0,16,2018-01-12,34.0
2131,2131,44035.0,16,2018-01-12,82.0
2132,2132,47960.0,16,2018-01-12,81.0
2133,2133,50110.0,16,2018-01-12,47.0
2134,2134,50124.0,16,2018-01-12,39.0
2135,2135,50245.0,16,2018-01-12,26.0
2136,2136,50270.0,16,2018-01-12,54.0
2137,2137,50325.0,16,2018-01-12,43.0
2138,2138,50370.0,16,2018-01-12,74.0
2139,2139,50450.0,16,2018-01-12,71.0
2140,2140,50680.0,16,2018-01-12,84.0
2141,2141,50686.0,16,2018-01-12,10.0
2142,2142,52083.0,16,2018-01-12,100.0
2143,2143,52233.0,16,2018-01-12,100.0
2144,2144,52323.0,16,2018-01-12,99.0
2145,2145,52385.0,16,2018-01-12,74.0
2146,2146,52390.0,16,2018-01-12,52.0
2147,2147,52473.0,16,2018-01-12,100.0
2148,2148,52480.0,16,2018-01-12,50.0
2149,2149,52565.0,16,2018-01-12,66.0
2150,2150,52621.0,16,2018-01-12,68.0
2151,2151,52720.0,16,2018-01-12,94.0
2152,2152,76054.0,16,2018-01-12,77.0
2153,2153,76246.0,16,2018-01-12,88.0
2154,2154,76845.0,16,2018-01-12,69.0
2155,2155,81220.0,16,2018-01-12,45.0
2156,2156,81591.0,16,2018-01-12,45.0
2157,2157,85015.0,16,2018-01-12,23.0
2158,2158,85125.0,16,2018-01-12,99.0
2159,2159,85136.0,16,2018-01-12,14.0
2160,2160,85225.0,16,2018-01-12,63.0
2161,2161,85230.0,16,2018-01-12,55.0
2162,2162,85263.0,16,2018-01-12,99.0
2163,2163,85279.0,16,2018-01-12,19.0
2164,2164,85300.0,16,2018-01-12,34.0
2165,2165,85315.0,16,2018-01-12,15.0
2166,2166,85325.0,16,2018-01-12,52.0
2167,2167,85400.0,16,2018-01-12,57.0
2168,2168,85430.0,16,2018-01-12,79.0
2169,2169,88564.0,16,2018-01-12,46.0
2170,2170,86219.0,16,2018-01-12,64.0
2171,2171,86755.0,16,2018-01-12,75.0
2172,2172,86760.0,16,2018-01-12,87.0
2173,2173,91540.0,16,2018-01-12,80.0
2174,2174,95015.0,16,2018-01-12,77.0
2175,2175,97001.0,16,2018-01-12,93.0
2176,2176,97161.0,16,2018-01-12,11.0
2177,2177,97666.0,16,2018-01-12,4.0
2178,2178,95200.0,16,2018-01-12,29.0
2179,2179,99001.0,16,2018-01-12,53.0
2180,2180,99524.0,16,2018-01-12,43.0
2181,2181,99624.0,16,2018-01-12,10.0
2182,2182,27050.0,16,2018-01-12,74.0
2183,2183,27073.0,16,2018-01-12,60.0
2184,2184,27075.0,16,2018-01-12,100.0
2185,2185,27099.0,16,2018-01-12,76.0
2186,2186,27135.0,16,2018-01-12,70.0
2187,2187,27160.0,16,2018-01-12,60.0
2188,2188,27205.0,16,2018-01-12,77.0
2189,2189,27245.0,16,2018-01-12,78.0
2190,2190,27372.0,16,2018-01-12,43.0
2191,2191,27413.0,16,2018-01-12,77.0
2192,2192,27491.0,16,2018-01-12,82.0
2193,2193,27495.0,16,2018-01-12,86.0
2194,2194,27580.0,16,2018-01-12,50.0
2195,2195,27600.0,16,2018-01-12,69.0
2196,2196,27660.0,16,2018-01-12,38.0
2197,2197,27745.0,16,2018-01-12,13.0
2198,2198,27810.0,16,2018-01-12,69.0
2199,2199,25019.0,16,2018-01-12,100.0
2200,2200,25086.0,16,2018-01-12,32.0
2201,2201,25095.0,16,2018-01-12,65.0
2202,2202,25099.0,16,2018-01-12,71.0
2203,2203,25120.0,16,2018-01-12,46.0
2204,2204,25154.0,16,2018-01-12,95.0
2205,2205,25224.0,16,2018-01-12,61.0
2206,2206,25260.0,16,2018-01-12,96.0
2207,2207,25281.0,16,2018-01-12,92.0
2208,2208,25288.0,16,2018-01-12,71.0
2209,2209,25295.0,16,2018-01-12,72.0
2210,2210,25299.0,16,2018-01-12,100.0
2211,2211,25312.0,16,2018-01-12,72.0
2212,2212,25324.0,16,2018-01-12,60.0
2213,2213,25326.0,16,2018-01-12,58.0
2214,2214,25328.0,16,2018-01-12,89.0
2215,2215,25335.0,16,2018-01-12,57.0
2216,2216,25339.0,16,2018-01-12,31.0
2217,2217,25368.0,16,2018-01-12,50.0
