,llave_salubridad,fk_municipio,fk_indicador,fk_fecha,valor_salubridad
7991,7991,8520.0,271,2018-01-12,0.0
7992,7992,8558.0,271,2018-01-12,97.26
7993,7993,8560.0,271,2018-01-12,86.85
7994,7994,8606.0,271,2018-01-12,64.25
7995,7995,8849.0,271,2018-01-12,100.0
7996,7996,13006.0,271,2018-01-12,0.0
7997,7997,13030.0,271,2018-01-12,45.56
7998,7998,13042.0,271,2018-01-12,45.97
7999,7999,13052.0,271,2018-01-12,0.0
8000,8000,13062.0,271,2018-01-12,0.0
8001,8001,13140.0,271,2018-01-12,0.0
8002,8002,13160.0,271,2018-01-12,100.0
8003,8003,13188.0,271,2018-01-12,100.0
8004,8004,13212.0,271,2018-01-12,0.0
8005,8005,13222.0,271,2018-01-12,34.38
8006,8006,13244.0,271,2018-01-12,0.0
8007,8007,13268.0,271,2018-01-12,4.73
8008,8008,13300.0,271,2018-01-12,50.78
8009,8009,13430.0,271,2018-01-12,0.0
8010,8010,13433.0,271,2018-01-12,0.0
8011,8011,13440.0,271,2018-01-12,29.41
8012,8012,13442.0,271,2018-01-12,29.71
8013,8013,13468.0,271,2018-01-12,0.0
8014,8014,13473.0,271,2018-01-12,0.0
8015,8015,13490.0,271,2018-01-12,11.95
8016,8016,13549.0,271,2018-01-12,20.92
8017,8017,13580.0,271,2018-01-12,0.0
8018,8018,13600.0,271,2018-01-12,0.0
8019,8019,13620.0,271,2018-01-12,100.0
8020,8020,13647.0,271,2018-01-12,0.0
8021,8021,13650.0,271,2018-01-12,47.23
8022,8022,13894.0,271,2018-01-12,0.0
8023,8023,13654.0,271,2018-01-12,0.0
8024,8024,13655.0,271,2018-01-12,0.0
8025,8025,13657.0,271,2018-01-12,0.0
8026,8026,13673.0,271,2018-01-12,0.0
8027,8027,13688.0,271,2018-01-12,0.0
8028,8028,13744.0,271,2018-01-12,0.0
8029,8029,13760.0,271,2018-01-12,0.0
8030,8030,13780.0,271,2018-01-12,11.24
8031,8031,13810.0,271,2018-01-12,0.0
8032,8032,13836.0,271,2018-01-12,0.0
8033,8033,13873.0,271,2018-01-12,0.0
8034,8034,13000.0,271,2018-01-12,48.13
8035,8035,15879.0,271,2018-01-12,32.76
8036,8036,15897.0,271,2018-01-12,19.3
8037,8037,15820.0,271,2018-01-12,100.0
8038,8038,15822.0,271,2018-01-12,100.0
8039,8039,15832.0,271,2018-01-12,40.21
8040,8040,15835.0,271,2018-01-12,52.56
8041,8041,15839.0,271,2018-01-12,100.0
8042,8042,15842.0,271,2018-01-12,96.37
8043,8043,15861.0,271,2018-01-12,9.1
8044,8044,15660.0,271,2018-01-12,27.28
8045,8045,15664.0,271,2018-01-12,40.16
8046,8046,15673.0,271,2018-01-12,52.91
8047,8047,15676.0,271,2018-01-12,99.96
8048,8048,15686.0,271,2018-01-12,30.78
8049,8049,15693.0,271,2018-01-12,27.99
8050,8050,15696.0,271,2018-01-12,8.01
8051,8051,15720.0,271,2018-01-12,12.41
8052,8052,15723.0,271,2018-01-12,22.53
8053,8053,15740.0,271,2018-01-12,100.0
8054,8054,15753.0,271,2018-01-12,19.17
8055,8055,15755.0,271,2018-01-12,25.94
8056,8056,15757.0,271,2018-01-12,99.67
8057,8057,15759.0,271,2018-01-12,52.76
8058,8058,15761.0,271,2018-01-12,0.0
8059,8059,15762.0,271,2018-01-12,25.1
8060,8060,15763.0,271,2018-01-12,49.14
8061,8061,15764.0,271,2018-01-12,0.0
8062,8062,15774.0,271,2018-01-12,0.0
8063,8063,15776.0,271,2018-01-12,15.53
8064,8064,15778.0,271,2018-01-12,0.0
8065,8065,15790.0,271,2018-01-12,12.73
8066,8066,15798.0,271,2018-01-12,22.19
8067,8067,15804.0,271,2018-01-12,13.71
8068,8068,15808.0,271,2018-01-12,20.15
8069,8069,15810.0,271,2018-01-12,31.34
8070,8070,15814.0,271,2018-01-12,100.0
8071,8071,15816.0,271,2018-01-12,38.95
8072,8072,15000.0,271,2018-01-12,64.37
8073,8073,15022.0,271,2018-01-12,39.44
8074,8074,15047.0,271,2018-01-12,0.5
8075,8075,15087.0,271,2018-01-12,99.62
8076,8076,15090.0,271,2018-01-12,28.15
8077,8077,15092.0,271,2018-01-12,0.0
8078,8078,15097.0,271,2018-01-12,0.0
8079,8079,15104.0,271,2018-01-12,78.96
8080,8080,15106.0,271,2018-01-12,50.58
8081,8081,15109.0,271,2018-01-12,0.0
8082,8082,15114.0,271,2018-01-12,99.54
8083,8083,15131.0,271,2018-01-12,77.63
8084,8084,15176.0,271,2018-01-12,76.42
8085,8085,15180.0,271,2018-01-12,38.57
8086,8086,15183.0,271,2018-01-12,45.26
8087,8087,15185.0,271,2018-01-12,48.07
8088,8088,15187.0,271,2018-01-12,38.53
8089,8089,15189.0,271,2018-01-12,22.51
8090,8090,15212.0,271,2018-01-12,0.05
8091,8091,15215.0,271,2018-01-12,11.75
8092,8092,15218.0,271,2018-01-12,19.58
8093,8093,15223.0,271,2018-01-12,12.01
8094,8094,15224.0,271,2018-01-12,19.59
8095,8095,15226.0,271,2018-01-12,35.51
8096,8096,15232.0,271,2018-01-12,64.65
8097,8097,15236.0,271,2018-01-12,0.07
8098,8098,15238.0,271,2018-01-12,99.25
8099,8099,15244.0,271,2018-01-12,23.76
8100,8100,15248.0,271,2018-01-12,100.0
8101,8101,15272.0,271,2018-01-12,94.91
8102,8102,15276.0,271,2018-01-12,0.0
8103,8103,15293.0,271,2018-01-12,29.01
8104,8104,15296.0,271,2018-01-12,0.0
8105,8105,15317.0,271,2018-01-12,0.0
8106,8106,15322.0,271,2018-01-12,54.84
8107,8107,15325.0,271,2018-01-12,23.22
8108,8108,15332.0,271,2018-01-12,1.28
8109,8109,15362.0,271,2018-01-12,80.0
8110,8110,15367.0,271,2018-01-12,98.78
8111,8111,15368.0,271,2018-01-12,16.49
8112,8112,15377.0,271,2018-01-12,96.2
8113,8113,15380.0,271,2018-01-12,0.64
8114,8114,15401.0,271,2018-01-12,65.16
8115,8115,15403.0,271,2018-01-12,80.35
8116,8116,15407.0,271,2018-01-12,85.66
8117,8117,15442.0,271,2018-01-12,28.29
8118,8118,15455.0,271,2018-01-12,35.9
8119,8119,15464.0,271,2018-01-12,21.77
8120,8120,15466.0,271,2018-01-12,5.97
8121,8121,15469.0,271,2018-01-12,21.58
8122,8122,15476.0,271,2018-01-12,35.97
8123,8123,15480.0,271,2018-01-12,0.0
8124,8124,15491.0,271,2018-01-12,61.54
8125,8125,15494.0,271,2018-01-12,20.85
8126,8126,15507.0,271,2018-01-12,17.55
8127,8127,15511.0,271,2018-01-12,71.8
8128,8128,15514.0,271,2018-01-12,0.05
8129,8129,15518.0,271,2018-01-12,0.0
8130,8130,15531.0,271,2018-01-12,11.92
8131,8131,15533.0,271,2018-01-12,100.0
8132,8132,15537.0,271,2018-01-12,74.26
8133,8133,15542.0,271,2018-01-12,0.0
8134,8134,15550.0,271,2018-01-12,0.0
8135,8135,15572.0,271,2018-01-12,0.0
8136,8136,15580.0,271,2018-01-12,8.92
8137,8137,15599.0,271,2018-01-12,92.44
8138,8138,15600.0,271,2018-01-12,92.46
8139,8139,15621.0,271,2018-01-12,0.0
8140,8140,15632.0,271,2018-01-12,96.83
8141,8141,15638.0,271,2018-01-12,70.54
8142,8142,15646.0,271,2018-01-12,30.98
8143,8143,17050.0,271,2018-01-12,0.0
8144,8144,17088.0,271,2018-01-12,100.0
8145,8145,17174.0,271,2018-01-12,100.0
8146,8146,17272.0,271,2018-01-12,17.89
8147,8147,17380.0,271,2018-01-12,53.7
8148,8148,17388.0,271,2018-01-12,100.0
8149,8149,17433.0,271,2018-01-12,7.1
8150,8150,17442.0,271,2018-01-12,89.08
8151,8151,17444.0,271,2018-01-12,42.8
8152,8152,17446.0,271,2018-01-12,17.77
8153,8153,17486.0,271,2018-01-12,100.0
8154,8154,17495.0,271,2018-01-12,51.51
8155,8155,17513.0,271,2018-01-12,29.24
8156,8156,17524.0,271,2018-01-12,98.34
8157,8157,17541.0,271,2018-01-12,13.5
8158,8158,17614.0,271,2018-01-12,15.8
8159,8159,17877.0,271,2018-01-12,46.1
8160,8160,17616.0,271,2018-01-12,100.0
8161,8161,17653.0,271,2018-01-12,16.03
8162,8162,17662.0,271,2018-01-12,9.66
8163,8163,17665.0,271,2018-01-12,13.76
8164,8164,17777.0,271,2018-01-12,81.0
8165,8165,17867.0,271,2018-01-12,10.09
8166,8166,17873.0,271,2018-01-12,74.88
8167,8167,17013.0,271,2018-01-12,13.01
8168,8168,17042.0,271,2018-01-12,15.2
8169,8169,17000.0,271,2018-01-12,59.1
8170,8170,19050.0,271,2018-01-12,50.17
8171,8171,19000.0,271,2018-01-12,44.67
8172,8172,19075.0,271,2018-01-12,38.79
8173,8173,19100.0,271,2018-01-12,0.0
8174,8174,19110.0,271,2018-01-12,3.69
8175,8175,19137.0,271,2018-01-12,0.0
8176,8176,19142.0,271,2018-01-12,42.78
8177,8177,19290.0,271,2018-01-12,0.0
8178,8178,19300.0,271,2018-01-12,39.16
8179,8179,19318.0,271,2018-01-12,0.0
8180,8180,19355.0,271,2018-01-12,18.4
8181,8181,19364.0,271,2018-01-12,0.0
8182,8182,19392.0,271,2018-01-12,0.7
8183,8183,19397.0,271,2018-01-12,0.0
8184,8184,19418.0,271,2018-01-12,0.0
8185,8185,19455.0,271,2018-01-12,25.16
8186,8186,19473.0,271,2018-01-12,48.41
8187,8187,19517.0,271,2018-01-12,0.0
8188,8188,19533.0,271,2018-01-12,74.9
8189,8189,19585.0,271,2018-01-12,19.95
8190,8190,19622.0,271,2018-01-12,99.82
8191,8191,19693.0,271,2018-01-12,0.0
8192,8192,19698.0,271,2018-01-12,20.72
8193,8193,19701.0,271,2018-01-12,100.0
8194,8194,19743.0,271,2018-01-12,0.0
8195,8195,19780.0,271,2018-01-12,66.27
8196,8196,19785.0,271,2018-01-12,0.0
8197,8197,19807.0,271,2018-01-12,46.18
8198,8198,19845.0,271,2018-01-12,45.43
8199,8199,19821.0,271,2018-01-12,0.0
8200,8200,19824.0,271,2018-01-12,13.49
8201,8201,18785.0,271,2018-01-12,0.0
8202,8202,18860.0,271,2018-01-12,0.0
8203,8203,18592.0,271,2018-01-12,0.0
8204,8204,18756.0,271,2018-01-12,0.0
8205,8205,18000.0,271,2018-01-12,16.92
8206,8206,18029.0,271,2018-01-12,0.0
8207,8207,18094.0,271,2018-01-12,51.1
8208,8208,18205.0,271,2018-01-12,0.0
8209,8209,18247.0,271,2018-01-12,0.0
8210,8210,18256.0,271,2018-01-12,0.0
8211,8211,18410.0,271,2018-01-12,9.79
8212,8212,18479.0,271,2018-01-12,16.92
8213,8213,23068.0,271,2018-01-12,0.0
8214,8214,23079.0,271,2018-01-12,7.22
8215,8215,23000.0,271,2018-01-12,38.96
8216,8216,23090.0,271,2018-01-12,52.62
8217,8217,23162.0,271,2018-01-12,33.06
8218,8218,23168.0,271,2018-01-12,55.36
8219,8219,23182.0,271,2018-01-12,30.24
8220,8220,23189.0,271,2018-01-12,96.36
8221,8221,23300.0,271,2018-01-12,70.38
8222,8222,23350.0,271,2018-01-12,0.0
8223,8223,23417.0,271,2018-01-12,29.73
8224,8224,23419.0,271,2018-01-12,0.0
8225,8225,23464.0,271,2018-01-12,56.29
8226,8226,23466.0,271,2018-01-12,0.0
8227,8227,23500.0,271,2018-01-12,96.28
8228,8228,23555.0,271,2018-01-12,19.41
8229,8229,23570.0,271,2018-01-12,0.06
8230,8230,23574.0,271,2018-01-12,17.05
8231,8231,23580.0,271,2018-01-12,4.3
8232,8232,23586.0,271,2018-01-12,6.25
8233,8233,23660.0,271,2018-01-12,0.0
8234,8234,23670.0,271,2018-01-12,0.0
8235,8235,23672.0,271,2018-01-12,56.52
8236,8236,23855.0,271,2018-01-12,0.0
8237,8237,23675.0,271,2018-01-12,1.54
8238,8238,23678.0,271,2018-01-12,8.36
8239,8239,23682.0,271,2018-01-12,27.47
8240,8240,23807.0,271,2018-01-12,0.0
8241,8241,23815.0,271,2018-01-12,0.0
8242,8242,20787.0,271,2018-01-12,63.08
8243,8243,20621.0,271,2018-01-12,4.43
8244,8244,20710.0,271,2018-01-12,100.0
8245,8245,20750.0,271,2018-01-12,40.75
8246,8246,20770.0,271,2018-01-12,20.83
8247,8247,20310.0,271,2018-01-12,14.06
8248,8248,20383.0,271,2018-01-12,48.49
8249,8249,20400.0,271,2018-01-12,0.0
8250,8250,20443.0,271,2018-01-12,0.0
8251,8251,20517.0,271,2018-01-12,0.0
8252,8252,20550.0,271,2018-01-12,0.0
8253,8253,20570.0,271,2018-01-12,13.8
8254,8254,20614.0,271,2018-01-12,7.9
8255,8255,20000.0,271,2018-01-12,53.48
8256,8256,20013.0,271,2018-01-12,0.0
8257,8257,20032.0,271,2018-01-12,83.13
8258,8258,20045.0,271,2018-01-12,11.93
8259,8259,20060.0,271,2018-01-12,10.09
8260,8260,20175.0,271,2018-01-12,49.4
8261,8261,20178.0,271,2018-01-12,100.0
8262,8262,20228.0,271,2018-01-12,0.0
8263,8263,20238.0,271,2018-01-12,0.0
8264,8264,20250.0,271,2018-01-12,91.07
8265,8265,20295.0,271,2018-01-12,11.11
8266,8266,70124.0,271,2018-01-12,26.79
8267,8267,70215.0,271,2018-01-12,41.41
8268,8268,70221.0,271,2018-01-12,92.18
8269,8269,70230.0,271,2018-01-12,87.32
8270,8270,70233.0,271,2018-01-12,60.72
8271,8271,70235.0,271,2018-01-12,0.0
8272,8272,70265.0,271,2018-01-12,0.0
8273,8273,70400.0,271,2018-01-12,45.91
8274,8274,70418.0,271,2018-01-12,100.0
8275,8275,70473.0,271,2018-01-12,19.04
8276,8276,70508.0,271,2018-01-12,6.88
8277,8277,70523.0,271,2018-01-12,0.0
8278,8278,70670.0,271,2018-01-12,70.65
8279,8279,70678.0,271,2018-01-12,41.95
8280,8280,70702.0,271,2018-01-12,76.56
8281,8281,70708.0,271,2018-01-12,7.04
8282,8282,70713.0,271,2018-01-12,0.0
8283,8283,70717.0,271,2018-01-12,0.0
8284,8284,70742.0,271,2018-01-12,0.0
8285,8285,70771.0,271,2018-01-12,49.07
8286,8286,70820.0,271,2018-01-12,1.2
8287,8287,70823.0,271,2018-01-12,52.3
8288,8288,70000.0,271,2018-01-12,67.6
8289,8289,25899.0,271,2018-01-12,68.13
8290,8290,25885.0,271,2018-01-12,0.0
8291,8291,25898.0,271,2018-01-12,97.82
8292,8292,25805.0,271,2018-01-12,51.25
8293,8293,25807.0,271,2018-01-12,0.0
8294,8294,25815.0,271,2018-01-12,0.0
8295,8295,25817.0,271,2018-01-12,100.0
8296,8296,25823.0,271,2018-01-12,6.22
8297,8297,25839.0,271,2018-01-12,0.51
8298,8298,25843.0,271,2018-01-12,97.25
8299,8299,25845.0,271,2018-01-12,4.7
8300,8300,25862.0,271,2018-01-12,4.85
8301,8301,25871.0,271,2018-01-12,98.71
8302,8302,25875.0,271,2018-01-12,53.66
8303,8303,25878.0,271,2018-01-12,49.58
8304,8304,25000.0,271,2018-01-12,68.6
8305,8305,25001.0,271,2018-01-12,0.0
8306,8306,25019.0,271,2018-01-12,73.24
8307,8307,25035.0,271,2018-01-12,66.73
8308,8308,25040.0,271,2018-01-12,73.72
8309,8309,25053.0,271,2018-01-12,98.29
8310,8310,25086.0,271,2018-01-12,0.0
8311,8311,25095.0,271,2018-01-12,13.06
8312,8312,25120.0,271,2018-01-12,1.02
8313,8313,25123.0,271,2018-01-12,99.95
8314,8314,25126.0,271,2018-01-12,100.0
8315,8315,25151.0,271,2018-01-12,31.69
8316,8316,25154.0,271,2018-01-12,97.05
8317,8317,25168.0,271,2018-01-12,18.76
8318,8318,25175.0,271,2018-01-12,100.0
8319,8319,25181.0,271,2018-01-12,3.01
8320,8320,25183.0,271,2018-01-12,80.91
8321,8321,25200.0,271,2018-01-12,86.58
8322,8322,25214.0,271,2018-01-12,77.61
8323,8323,25224.0,271,2018-01-12,68.65
8324,8324,25245.0,271,2018-01-12,35.44
8325,8325,25258.0,271,2018-01-12,2.0
8326,8326,25260.0,271,2018-01-12,80.79
8327,8327,25269.0,271,2018-01-12,74.77
8328,8328,25279.0,271,2018-01-12,68.91
8329,8329,25281.0,271,2018-01-12,15.76
8330,8330,25286.0,271,2018-01-12,88.5
8331,8331,25288.0,271,2018-01-12,95.4
8332,8332,25290.0,271,2018-01-12,59.76
8333,8333,25293.0,271,2018-01-12,1.2
8334,8334,25297.0,271,2018-01-12,34.67
8335,8335,25299.0,271,2018-01-12,0.5
8336,8336,25307.0,271,2018-01-12,44.64
8337,8337,25317.0,271,2018-01-12,79.65
8338,8338,25320.0,271,2018-01-12,0.0
8339,8339,25324.0,271,2018-01-12,77.78
8340,8340,25326.0,271,2018-01-12,34.0
8341,8341,25328.0,271,2018-01-12,37.66
8342,8342,25372.0,271,2018-01-12,26.84
8343,8343,25377.0,271,2018-01-12,81.05
8344,8344,25394.0,271,2018-01-12,18.81
8345,8345,25402.0,271,2018-01-12,29.14
8346,8346,25407.0,271,2018-01-12,100.0
8347,8347,25426.0,271,2018-01-12,99.04
8348,8348,25430.0,271,2018-01-12,40.71
8349,8349,25436.0,271,2018-01-12,19.46
8350,8350,25438.0,271,2018-01-12,9.64
8351,8351,25473.0,271,2018-01-12,56.2
8352,8352,25483.0,271,2018-01-12,25.57
8353,8353,25486.0,271,2018-01-12,100.0
8354,8354,25489.0,271,2018-01-12,44.95
8355,8355,25491.0,271,2018-01-12,7.85
8356,8356,25506.0,271,2018-01-12,6.97
8357,8357,25513.0,271,2018-01-12,0.44
8358,8358,25524.0,271,2018-01-12,95.73
8359,8359,25530.0,271,2018-01-12,38.85
8360,8360,25535.0,271,2018-01-12,0.0
8361,8361,25572.0,271,2018-01-12,16.37
8362,8362,25580.0,271,2018-01-12,25.29
8363,8363,25592.0,271,2018-01-12,54.6
8364,8364,25594.0,271,2018-01-12,84.59
8365,8365,25596.0,271,2018-01-12,97.86
8366,8366,25599.0,271,2018-01-12,9.81
8367,8367,25612.0,271,2018-01-12,35.34
8368,8368,25645.0,271,2018-01-12,29.04
8369,8369,25649.0,271,2018-01-12,27.0
8370,8370,25653.0,271,2018-01-12,0.42
8371,8371,25718.0,271,2018-01-12,32.46
8372,8372,25736.0,271,2018-01-12,84.33
8373,8373,25740.0,271,2018-01-12,100.0
8374,8374,25743.0,271,2018-01-12,87.39
8375,8375,25754.0,271,2018-01-12,25.22
8376,8376,25769.0,271,2018-01-12,41.66
8377,8377,25772.0,271,2018-01-12,100.0
8378,8378,25777.0,271,2018-01-12,24.63
8379,8379,25779.0,271,2018-01-12,21.56
8380,8380,25781.0,271,2018-01-12,87.83
8381,8381,25785.0,271,2018-01-12,77.54
8382,8382,25793.0,271,2018-01-12,78.26
8383,8383,25797.0,271,2018-01-12,24.91
8384,8384,25799.0,271,2018-01-12,98.32
8385,8385,41801.0,271,2018-01-12,0.0
8386,8386,41807.0,271,2018-01-12,98.05
8387,8387,41872.0,271,2018-01-12,44.86
8388,8388,41885.0,271,2018-01-12,37.56
8389,8389,41396.0,271,2018-01-12,99.73
8390,8390,41483.0,271,2018-01-12,0.0
8391,8391,41503.0,271,2018-01-12,90.69
8392,8392,41518.0,271,2018-01-12,0.0
8393,8393,41524.0,271,2018-01-12,46.22
8394,8394,41530.0,271,2018-01-12,32.88
8395,8395,41548.0,271,2018-01-12,0.0
8396,8396,41551.0,271,2018-01-12,89.67
8397,8397,41615.0,271,2018-01-12,23.55
8398,8398,41660.0,271,2018-01-12,95.74
8399,8399,41668.0,271,2018-01-12,7.78
8400,8400,41676.0,271,2018-01-12,19.31
8401,8401,41791.0,271,2018-01-12,65.0
8402,8402,41797.0,271,2018-01-12,99.36
8403,8403,41799.0,271,2018-01-12,98.2
8404,8404,41006.0,271,2018-01-12,45.27
8405,8405,41013.0,271,2018-01-12,100.0
8406,8406,41016.0,271,2018-01-12,0.0
8407,8407,41020.0,271,2018-01-12,0.0
8408,8408,41026.0,271,2018-01-12,75.97
8409,8409,41078.0,271,2018-01-12,0.0
8410,8410,41132.0,271,2018-01-12,100.0
8411,8411,41206.0,271,2018-01-12,0.0
8412,8412,41244.0,271,2018-01-12,96.26
8413,8413,41298.0,271,2018-01-12,8.31
8414,8414,41306.0,271,2018-01-12,0.0
8415,8415,41319.0,271,2018-01-12,0.0
8416,8416,41349.0,271,2018-01-12,0.0
8417,8417,41357.0,271,2018-01-12,72.08
8418,8418,41359.0,271,2018-01-12,3.55
8419,8419,41378.0,271,2018-01-12,13.93
8420,8420,41000.0,271,2018-01-12,62.92
8421,8421,27006.0,271,2018-01-12,16.74
8422,8422,27025.0,271,2018-01-12,73.87
8423,8423,27050.0,271,2018-01-12,0.0
8424,8424,27073.0,271,2018-01-12,0.0
8425,8425,27000.0,271,2018-01-12,21.96
8426,8426,27075.0,271,2018-01-12,0.0
8427,8427,27077.0,271,2018-01-12,0.0
8428,8428,27099.0,271,2018-01-12,48.87
8429,8429,27135.0,271,2018-01-12,52.92
8430,8430,27150.0,271,2018-01-12,100.0
8431,8431,27160.0,271,2018-01-12,0.0
8432,8432,27205.0,271,2018-01-12,0.0
8433,8433,27245.0,271,2018-01-12,13.68
8434,8434,27250.0,271,2018-01-12,0.0
8435,8435,27361.0,271,2018-01-12,0.0
8436,8436,27372.0,271,2018-01-12,0.0
8437,8437,27425.0,271,2018-01-12,76.93
8438,8438,27430.0,271,2018-01-12,100.0
8439,8439,27450.0,271,2018-01-12,0.0
8440,8440,27491.0,271,2018-01-12,0.0
8441,8441,27495.0,271,2018-01-12,0.0
8442,8442,27580.0,271,2018-01-12,0.0
8443,8443,27600.0,271,2018-01-12,83.75
8444,8444,27615.0,271,2018-01-12,41.53
8445,8445,27660.0,271,2018-01-12,55.42
8446,8446,27745.0,271,2018-01-12,0.0
8447,8447,27787.0,271,2018-01-12,98.34
8448,8448,27800.0,271,2018-01-12,100.0
8449,8449,27810.0,271,2018-01-12,0.0
8450,8450,44035.0,271,2018-01-12,66.41
8451,8451,44078.0,271,2018-01-12,0.0
8452,8452,44090.0,271,2018-01-12,100.0
8453,8453,44098.0,271,2018-01-12,0.0
8454,8454,44110.0,271,2018-01-12,0.0
8455,8455,44279.0,271,2018-01-12,0.0
8456,8456,44378.0,271,2018-01-12,0.0
8457,8457,44000.0,271,2018-01-12,12.87
8458,8458,44420.0,271,2018-01-12,40.39
8459,8459,44430.0,271,2018-01-12,0.0
8460,8460,44560.0,271,2018-01-12,100.0
8461,8461,44650.0,271,2018-01-12,0.0
8462,8462,44874.0,271,2018-01-12,11.75
8463,8463,44847.0,271,2018-01-12,0.0
8464,8464,44855.0,271,2018-01-12,0.0
8465,8465,47030.0,271,2018-01-12,29.6
8466,8466,47000.0,271,2018-01-12,39.47
8467,8467,47058.0,271,2018-01-12,0.0
8468,8468,47161.0,271,2018-01-12,33.84
8469,8469,47170.0,271,2018-01-12,9.16
8470,8470,47189.0,271,2018-01-12,0.0
8471,8471,47205.0,271,2018-01-12,4.28
8472,8472,47245.0,271,2018-01-12,0.0
8473,8473,47258.0,271,2018-01-12,24.38
8474,8474,47268.0,271,2018-01-12,3.73
8475,8475,47288.0,271,2018-01-12,22.12
8476,8476,47318.0,271,2018-01-12,0.0
8477,8477,47460.0,271,2018-01-12,54.2
8478,8478,47541.0,271,2018-01-12,63.08
8479,8479,47545.0,271,2018-01-12,16.95
8480,8480,47551.0,271,2018-01-12,0.0
8481,8481,47570.0,271,2018-01-12,12.97
8482,8482,47605.0,271,2018-01-12,0.0
8483,8483,47660.0,271,2018-01-12,44.38
8484,8484,47675.0,271,2018-01-12,32.23
8485,8485,47692.0,271,2018-01-12,8.79
8486,8486,47703.0,271,2018-01-12,57.4
8487,8487,47707.0,271,2018-01-12,0.0
8488,8488,47720.0,271,2018-01-12,16.15
8489,8489,47745.0,271,2018-01-12,49.79
8490,8490,47798.0,271,2018-01-12,0.0
8491,8491,47960.0,271,2018-01-12,100.0
8492,8492,47980.0,271,2018-01-12,10.78
8493,8493,52838.0,271,2018-01-12,83.9
8494,8494,52885.0,271,2018-01-12,100.0
8495,8495,52693.0,271,2018-01-12,100.0
8496,8496,52694.0,271,2018-01-12,11.35
8497,8497,52696.0,271,2018-01-12,11.55
8498,8498,52699.0,271,2018-01-12,100.0
8499,8499,52720.0,271,2018-01-12,100.0
8500,8500,52786.0,271,2018-01-12,14.62
8501,8501,52788.0,271,2018-01-12,2.49
8502,8502,52835.0,271,2018-01-12,1.03
8503,8503,52473.0,271,2018-01-12,0.0
8504,8504,52480.0,271,2018-01-12,69.97
8505,8505,52490.0,271,2018-01-12,0.0
8506,8506,52506.0,271,2018-01-12,34.82
8507,8507,52520.0,271,2018-01-12,0.0
8508,8508,52540.0,271,2018-01-12,35.94
8509,8509,52560.0,271,2018-01-12,55.26
8510,8510,52565.0,271,2018-01-12,0.0
8511,8511,52573.0,271,2018-01-12,67.58
8512,8512,52585.0,271,2018-01-12,75.8
8513,8513,52612.0,271,2018-01-12,2.77
8514,8514,52621.0,271,2018-01-12,6.37
8515,8515,52678.0,271,2018-01-12,74.41
8516,8516,52683.0,271,2018-01-12,93.02
8517,8517,52685.0,271,2018-01-12,100.0
8518,8518,52687.0,271,2018-01-12,2.75
8519,8519,52000.0,271,2018-01-12,56.32
8520,8520,52019.0,271,2018-01-12,100.0
8521,8521,52022.0,271,2018-01-12,57.95
8522,8522,52036.0,271,2018-01-12,100.0
8523,8523,52051.0,271,2018-01-12,5.98
8524,8524,52079.0,271,2018-01-12,9.69
8525,8525,52083.0,271,2018-01-12,0.0
8526,8526,52110.0,271,2018-01-12,0.0
8527,8527,52203.0,271,2018-01-12,21.14
8528,8528,52207.0,271,2018-01-12,44.53
8529,8529,52210.0,271,2018-01-12,99.92
8530,8530,52215.0,271,2018-01-12,0.0
8531,8531,52224.0,271,2018-01-12,35.62
8532,8532,52227.0,271,2018-01-12,34.8
8533,8533,52240.0,271,2018-01-12,22.56
8534,8534,52250.0,271,2018-01-12,100.0
8535,8535,52254.0,271,2018-01-12,20.67
8536,8536,52256.0,271,2018-01-12,7.02
8537,8537,52258.0,271,2018-01-12,33.47
8538,8538,52260.0,271,2018-01-12,19.26
8539,8539,52287.0,271,2018-01-12,100.0
8540,8540,52317.0,271,2018-01-12,72.67
8541,8541,52320.0,271,2018-01-12,100.0
8542,8542,52323.0,271,2018-01-12,100.0
8543,8543,52352.0,271,2018-01-12,30.14
8544,8544,52354.0,271,2018-01-12,5.42
8545,8545,52356.0,271,2018-01-12,49.08
8546,8546,52378.0,271,2018-01-12,100.0
8547,8547,52381.0,271,2018-01-12,23.02
8548,8548,52385.0,271,2018-01-12,0.0
8549,8549,52390.0,271,2018-01-12,0.0
8550,8550,52399.0,271,2018-01-12,100.0
8551,8551,52405.0,271,2018-01-12,20.26
8552,8552,52411.0,271,2018-01-12,67.79
8553,8553,52418.0,271,2018-01-12,0.0
8554,8554,52427.0,271,2018-01-12,0.0
8555,8555,52435.0,271,2018-01-12,9.53
8556,8556,50006.0,271,2018-01-12,73.38
8557,8557,50110.0,271,2018-01-12,7.1
8558,8558,50124.0,271,2018-01-12,36.49
8559,8559,50150.0,271,2018-01-12,79.09
8560,8560,50223.0,271,2018-01-12,27.69
8561,8561,50226.0,271,2018-01-12,21.91
8562,8562,50245.0,271,2018-01-12,6.11
8563,8563,50000.0,271,2018-01-12,34.06
8564,8564,50251.0,271,2018-01-12,37.54
8565,8565,50270.0,271,2018-01-12,0.0
8566,8566,50287.0,271,2018-01-12,0.17
8567,8567,50313.0,271,2018-01-12,44.58
8568,8568,50318.0,271,2018-01-12,39.96
8569,8569,50330.0,271,2018-01-12,0.48
8570,8570,50350.0,271,2018-01-12,0.0
8571,8571,50370.0,271,2018-01-12,42.68
