,llave_salubridad,fk_municipio,fk_indicador,fk_fecha,valor_salubridad
4583,4583,54000.0,267,2018-01-12,63.02
4584,4584,66000.0,267,2018-01-12,63.93
4585,4585,63000.0,267,2018-01-12,86.18
4586,4586,68000.0,267,2018-01-12,65.26
4587,4587,70000.0,267,2018-01-12,55.58
4588,4588,76000.0,267,2018-01-12,75.35
4589,4589,73000.0,267,2018-01-12,48.43
4590,4590,85000.0,267,2018-01-12,59.96
4591,4591,81000.0,267,2018-01-12,49.42
4592,4592,86000.0,267,2018-01-12,55.52
4593,4593,88000.0,267,2018-01-12,3.0
4594,4594,91000.0,267,2018-01-12,53.14
4595,4595,95000.0,267,2018-01-12,73.57
4596,4596,94000.0,267,2018-01-12,11.88
4597,4597,97000.0,267,2018-01-12,93.37
4598,4598,99000.0,267,2018-01-12,4.25
4599,4599,5895.0,268,2018-01-12,28.15
4600,4600,5893.0,268,2018-01-12,24.11
4601,4601,5890.0,268,2018-01-12,66.04
4602,4602,5858.0,268,2018-01-12,29.14
4603,4603,5856.0,268,2018-01-12,25.23
4604,4604,5854.0,268,2018-01-12,55.3
4605,4605,5847.0,268,2018-01-12,31.36
4606,4606,5842.0,268,2018-01-12,70.04
4607,4607,5837.0,268,2018-01-12,47.99
4608,4608,5819.0,268,2018-01-12,56.65
4609,4609,5809.0,268,2018-01-12,36.42
4610,4610,5792.0,268,2018-01-12,47.76
4611,4611,5790.0,268,2018-01-12,36.76
4612,4612,5789.0,268,2018-01-12,45.93
4613,4613,5761.0,268,2018-01-12,42.1
4614,4614,5756.0,268,2018-01-12,46.34
4615,4615,5736.0,268,2018-01-12,44.6
4616,4616,5697.0,268,2018-01-12,21.62
4617,4617,5690.0,268,2018-01-12,72.04
4618,4618,5686.0,268,2018-01-12,46.44
4619,4619,5679.0,268,2018-01-12,36.33
4620,4620,5674.0,268,2018-01-12,38.2
4621,4621,5670.0,268,2018-01-12,57.08
4622,4622,5667.0,268,2018-01-12,45.69
4623,4623,5665.0,268,2018-01-12,16.96
4624,4624,5664.0,268,2018-01-12,27.0
4625,4625,5660.0,268,2018-01-12,36.18
4626,4626,5659.0,268,2018-01-12,24.47
4627,4627,5658.0,268,2018-01-12,41.39
4628,4628,5656.0,268,2018-01-12,41.71
4629,4629,5652.0,268,2018-01-12,35.81
4630,4630,5649.0,268,2018-01-12,30.82
4631,4631,5647.0,268,2018-01-12,55.57
4632,4632,5642.0,268,2018-01-12,61.0
4633,4633,5631.0,268,2018-01-12,12.97
4634,4634,5887.0,268,2018-01-12,34.2
4635,4635,5885.0,268,2018-01-12,37.0
4636,4636,5873.0,268,2018-01-12,3.57
4637,4637,5861.0,268,2018-01-12,44.56
4638,4638,5628.0,268,2018-01-12,66.71
4639,4639,5615.0,268,2018-01-12,16.55
4640,4640,5607.0,268,2018-01-12,23.12
4641,4641,5604.0,268,2018-01-12,40.23
4642,4642,5591.0,268,2018-01-12,68.22
4643,4643,5585.0,268,2018-01-12,55.96
4644,4644,5579.0,268,2018-01-12,27.03
4645,4645,5576.0,268,2018-01-12,50.0
4646,4646,5543.0,268,2018-01-12,55.17
4647,4647,5541.0,268,2018-01-12,23.69
4648,4648,5501.0,268,2018-01-12,59.88
4649,4649,5495.0,268,2018-01-12,42.9
4650,4650,5490.0,268,2018-01-12,26.36
4651,4651,5483.0,268,2018-01-12,62.07
4652,4652,5480.0,268,2018-01-12,22.75
4653,4653,5475.0,268,2018-01-12,3.4
4654,4654,5467.0,268,2018-01-12,49.85
4655,4655,5440.0,268,2018-01-12,13.52
4656,4656,5425.0,268,2018-01-12,51.43
4657,4657,5411.0,268,2018-01-12,63.91
4658,4658,5400.0,268,2018-01-12,31.4
4659,4659,5390.0,268,2018-01-12,41.89
4660,4660,5380.0,268,2018-01-12,15.98
4661,4661,5376.0,268,2018-01-12,16.64
4662,4662,5368.0,268,2018-01-12,27.27
4663,4663,5364.0,268,2018-01-12,31.57
4664,4664,5361.0,268,2018-01-12,48.27
4665,4665,5360.0,268,2018-01-12,16.89
4666,4666,5353.0,268,2018-01-12,35.26
4667,4667,5347.0,268,2018-01-12,56.65
4668,4668,5321.0,268,2018-01-12,17.98
4669,4669,5318.0,268,2018-01-12,26.34
4670,4670,5315.0,268,2018-01-12,56.9
4671,4671,5313.0,268,2018-01-12,34.92
4672,4672,5310.0,268,2018-01-12,43.56
4673,4673,5308.0,268,2018-01-12,31.32
4674,4674,5306.0,268,2018-01-12,51.28
4675,4675,5284.0,268,2018-01-12,38.68
4676,4676,5282.0,268,2018-01-12,38.46
4677,4677,5266.0,268,2018-01-12,6.64
4678,4678,5264.0,268,2018-01-12,31.33
4679,4679,5250.0,268,2018-01-12,40.37
4680,4680,5240.0,268,2018-01-12,50.42
4681,4681,5237.0,268,2018-01-12,23.9
4682,4682,5234.0,268,2018-01-12,33.58
4683,4683,5212.0,268,2018-01-12,17.35
4684,4684,5209.0,268,2018-01-12,51.44
4685,4685,5206.0,268,2018-01-12,51.0
4686,4686,5197.0,268,2018-01-12,47.34
4687,4687,5190.0,268,2018-01-12,48.99
4688,4688,5172.0,268,2018-01-12,27.5
4689,4689,5154.0,268,2018-01-12,30.23
4690,4690,5150.0,268,2018-01-12,26.83
4691,4691,5148.0,268,2018-01-12,20.31
4692,4692,5147.0,268,2018-01-12,31.53
4693,4693,5145.0,268,2018-01-12,42.16
4694,4694,5142.0,268,2018-01-12,52.33
4695,4695,5138.0,268,2018-01-12,58.07
4696,4696,5134.0,268,2018-01-12,64.27
4697,4697,5129.0,268,2018-01-12,25.85
4698,4698,5125.0,268,2018-01-12,69.77
4699,4699,5120.0,268,2018-01-12,43.04
4700,4700,5113.0,268,2018-01-12,54.86
4701,4701,5107.0,268,2018-01-12,54.04
4702,4702,5101.0,268,2018-01-12,44.92
4703,4703,5093.0,268,2018-01-12,66.97
4704,4704,5091.0,268,2018-01-12,57.02
4705,4705,5088.0,268,2018-01-12,15.52
4706,4706,5086.0,268,2018-01-12,60.08
4707,4707,5079.0,268,2018-01-12,45.11
4708,4708,5059.0,268,2018-01-12,45.02
4709,4709,5055.0,268,2018-01-12,49.03
4710,4710,5051.0,268,2018-01-12,14.57
4711,4711,5045.0,268,2018-01-12,30.86
4712,4712,5044.0,268,2018-01-12,62.38
4713,4713,5042.0,268,2018-01-12,32.48
4714,4714,5040.0,268,2018-01-12,37.16
4715,4715,5038.0,268,2018-01-12,67.43
4716,4716,5036.0,268,2018-01-12,47.74
4717,4717,5034.0,268,2018-01-12,52.55
4718,4718,5000.0,268,2018-01-12,22.08
4719,4719,5031.0,268,2018-01-12,24.16
4720,4720,5030.0,268,2018-01-12,42.74
4721,4721,5021.0,268,2018-01-12,32.73
4722,4722,5004.0,268,2018-01-12,43.17
4723,4723,5002.0,268,2018-01-12,49.99
4724,4724,5001.0,268,2018-01-12,12.98
4725,4725,1001.0,268,2018-01-12,26.78
4726,4726,13894.0,268,2018-01-12,82.04
4727,4727,13873.0,268,2018-01-12,57.93
4728,4728,13838.0,268,2018-01-12,64.61
4729,4729,13836.0,268,2018-01-12,72.07
4730,4730,13810.0,268,2018-01-12,38.65
4731,4731,13780.0,268,2018-01-12,75.09
4732,4732,13760.0,268,2018-01-12,85.15
4733,4733,13744.0,268,2018-01-12,62.04
4734,4734,13688.0,268,2018-01-12,26.61
4735,4735,13683.0,268,2018-01-12,59.47
4736,4736,13673.0,268,2018-01-12,83.55
4737,4737,13670.0,268,2018-01-12,33.94
4738,4738,13667.0,268,2018-01-12,62.35
4739,4739,13657.0,268,2018-01-12,85.75
4740,4740,13655.0,268,2018-01-12,37.16
4741,4741,13654.0,268,2018-01-12,87.39
4742,4742,13650.0,268,2018-01-12,68.66
4743,4743,13647.0,268,2018-01-12,81.6
4744,4744,13620.0,268,2018-01-12,81.26
4745,4745,13600.0,268,2018-01-12,34.28
4746,4746,13580.0,268,2018-01-12,66.57
4747,4747,13549.0,268,2018-01-12,45.12
4748,4748,13490.0,268,2018-01-12,22.37
4749,4749,13473.0,268,2018-01-12,30.27
4750,4750,13468.0,268,2018-01-12,64.23
4751,4751,13458.0,268,2018-01-12,22.34
4752,4752,13442.0,268,2018-01-12,72.38
4753,4753,13440.0,268,2018-01-12,74.42
4754,4754,13433.0,268,2018-01-12,82.62
4755,4755,13430.0,268,2018-01-12,65.66
4756,4756,13300.0,268,2018-01-12,57.29
4757,4757,13268.0,268,2018-01-12,59.69
4758,4758,13248.0,268,2018-01-12,84.02
4759,4759,13244.0,268,2018-01-12,78.35
4760,4760,13222.0,268,2018-01-12,68.33
4761,4761,13212.0,268,2018-01-12,86.27
4762,4762,13188.0,268,2018-01-12,79.09
4763,4763,13160.0,268,2018-01-12,30.78
4764,4764,13140.0,268,2018-01-12,88.36
4765,4765,13074.0,268,2018-01-12,58.86
4766,4766,13062.0,268,2018-01-12,81.75
4767,4767,13052.0,268,2018-01-12,79.35
4768,4768,13042.0,268,2018-01-12,52.99
4769,4769,13030.0,268,2018-01-12,45.72
4770,4770,13006.0,268,2018-01-12,44.33
4771,4771,13001.0,268,2018-01-12,28.43
4772,4772,13000.0,268,2018-01-12,47.55
4773,4773,11001.0,268,2018-01-12,10.21
4774,4774,8832.0,268,2018-01-12,58.82
4775,4775,8849.0,268,2018-01-12,57.18
4776,4776,8770.0,268,2018-01-12,47.72
4777,4777,8758.0,268,2018-01-12,27.89
4778,4778,8685.0,268,2018-01-12,30.84
4779,4779,8675.0,268,2018-01-12,61.09
4780,4780,8638.0,268,2018-01-12,46.86
4781,4781,8634.0,268,2018-01-12,31.24
4782,4782,8606.0,268,2018-01-12,84.41
4783,4783,8573.0,268,2018-01-12,29.81
4784,4784,8560.0,268,2018-01-12,56.79
4785,4785,8558.0,268,2018-01-12,50.31
4786,4786,8549.0,268,2018-01-12,83.71
4787,4787,8520.0,268,2018-01-12,58.74
4788,4788,8436.0,268,2018-01-12,55.5
4789,4789,8433.0,268,2018-01-12,38.56
4790,4790,8421.0,268,2018-01-12,76.87
4791,4791,8372.0,268,2018-01-12,84.8
4792,4792,8296.0,268,2018-01-12,30.49
4793,4793,8141.0,268,2018-01-12,61.91
4794,4794,8137.0,268,2018-01-12,82.76
4795,4795,8078.0,268,2018-01-12,66.38
4796,4796,8001.0,268,2018-01-12,20.9
4797,4797,8000.0,268,2018-01-12,30.91
4798,4798,15897.0,268,2018-01-12,44.94
4799,4799,15248.0,268,2018-01-12,43.25
4800,4800,15244.0,268,2018-01-12,52.01
4801,4801,15238.0,268,2018-01-12,14.14
4802,4802,15236.0,268,2018-01-12,41.25
4803,4803,15232.0,268,2018-01-12,71.84
4804,4804,15226.0,268,2018-01-12,41.47
4805,4805,15224.0,268,2018-01-12,32.22
4806,4806,15223.0,268,2018-01-12,23.35
4807,4807,15218.0,268,2018-01-12,71.71
4808,4808,15215.0,268,2018-01-12,33.71
4809,4809,15212.0,268,2018-01-12,57.58
4810,4810,15204.0,268,2018-01-12,56.47
4811,4811,15189.0,268,2018-01-12,58.87
4812,4812,15187.0,268,2018-01-12,52.99
4813,4813,15185.0,268,2018-01-12,54.04
4814,4814,15183.0,268,2018-01-12,69.8
4815,4815,15180.0,268,2018-01-12,67.95
4816,4816,15176.0,268,2018-01-12,16.3
4817,4817,15172.0,268,2018-01-12,34.1
4818,4818,15162.0,268,2018-01-12,28.74
4819,4819,15135.0,268,2018-01-12,52.58
4820,4820,15131.0,268,2018-01-12,55.1
4821,4821,15114.0,268,2018-01-12,39.88
4822,4822,15109.0,268,2018-01-12,53.58
4823,4823,15106.0,268,2018-01-12,29.08
4824,4824,15104.0,268,2018-01-12,41.22
4825,4825,15097.0,268,2018-01-12,60.04
4826,4826,15092.0,268,2018-01-12,61.1
4827,4827,15090.0,268,2018-01-12,26.43
4828,4828,15087.0,268,2018-01-12,28.89
4829,4829,15051.0,268,2018-01-12,37.2
4830,4830,15047.0,268,2018-01-12,43.23
4831,4831,15022.0,268,2018-01-12,51.3
4832,4832,15001.0,268,2018-01-12,12.49
4833,4833,15000.0,268,2018-01-12,29.6
4834,4834,15759.0,268,2018-01-12,12.97
4835,4835,15757.0,268,2018-01-12,34.23
4836,4836,15755.0,268,2018-01-12,66.02
4837,4837,15753.0,268,2018-01-12,25.08
4838,4838,15740.0,268,2018-01-12,48.43
4839,4839,15723.0,268,2018-01-12,47.79
4840,4840,15720.0,268,2018-01-12,51.5
4841,4841,15696.0,268,2018-01-12,43.73
4842,4842,15693.0,268,2018-01-12,17.35
4843,4843,15690.0,268,2018-01-12,39.38
4844,4844,15686.0,268,2018-01-12,49.21
4845,4845,15681.0,268,2018-01-12,24.16
4846,4846,15676.0,268,2018-01-12,63.41
4847,4847,15673.0,268,2018-01-12,53.13
4848,4848,15667.0,268,2018-01-12,43.36
4849,4849,15664.0,268,2018-01-12,59.93
4850,4850,15660.0,268,2018-01-12,24.5
4851,4851,15646.0,268,2018-01-12,33.21
4852,4852,15638.0,268,2018-01-12,37.49
4853,4853,15632.0,268,2018-01-12,50.69
4854,4854,15621.0,268,2018-01-12,58.6
4855,4855,15600.0,268,2018-01-12,52.44
4856,4856,15599.0,268,2018-01-12,38.15
4857,4857,15580.0,268,2018-01-12,24.47
4858,4858,15572.0,268,2018-01-12,26.17
4859,4859,15550.0,268,2018-01-12,60.96
4860,4860,15542.0,268,2018-01-12,48.54
4861,4861,15537.0,268,2018-01-12,32.5
4862,4862,15533.0,268,2018-01-12,43.63
4863,4863,15531.0,268,2018-01-12,26.39
4864,4864,15522.0,268,2018-01-12,47.72
4865,4865,15518.0,268,2018-01-12,35.19
4866,4866,15516.0,268,2018-01-12,20.79
4867,4867,15514.0,268,2018-01-12,42.22
4868,4868,15511.0,268,2018-01-12,40.22
4869,4869,15507.0,268,2018-01-12,10.76
4870,4870,15500.0,268,2018-01-12,29.87
4871,4871,15494.0,268,2018-01-12,52.19
4872,4872,15491.0,268,2018-01-12,53.84
4873,4873,15480.0,268,2018-01-12,23.17
4874,4874,15476.0,268,2018-01-12,62.19
4875,4875,15469.0,268,2018-01-12,35.36
4876,4876,15466.0,268,2018-01-12,30.26
4877,4877,15464.0,268,2018-01-12,47.71
4878,4878,15455.0,268,2018-01-12,20.82
4879,4879,15442.0,268,2018-01-12,45.26
4880,4880,15425.0,268,2018-01-12,34.74
4881,4881,15407.0,268,2018-01-12,24.41
4882,4882,15403.0,268,2018-01-12,47.31
4883,4883,15401.0,268,2018-01-12,30.83
4884,4884,15380.0,268,2018-01-12,38.69
4885,4885,15377.0,268,2018-01-12,41.41
4886,4886,15368.0,268,2018-01-12,74.31
4887,4887,15367.0,268,2018-01-12,40.76
4888,4888,15362.0,268,2018-01-12,28.49
4889,4889,15332.0,268,2018-01-12,42.82
4890,4890,15325.0,268,2018-01-12,46.44
4891,4891,15322.0,268,2018-01-12,25.25
4892,4892,15317.0,268,2018-01-12,42.52
4893,4893,15299.0,268,2018-01-12,22.86
4894,4894,15296.0,268,2018-01-12,47.31
4895,4895,15293.0,268,2018-01-12,62.07
4896,4896,15276.0,268,2018-01-12,52.57
4897,4897,15272.0,268,2018-01-12,29.83
4898,4898,15820.0,268,2018-01-12,51.24
4899,4899,15816.0,268,2018-01-12,44.45
4900,4900,15814.0,268,2018-01-12,43.11
4901,4901,15810.0,268,2018-01-12,69.91
4902,4902,15808.0,268,2018-01-12,57.2
4903,4903,15806.0,268,2018-01-12,22.69
4904,4904,15804.0,268,2018-01-12,56.27
4905,4905,15798.0,268,2018-01-12,58.67
4906,4906,15790.0,268,2018-01-12,42.49
4907,4907,15778.0,268,2018-01-12,69.5
4908,4908,15776.0,268,2018-01-12,58.97
4909,4909,15774.0,268,2018-01-12,46.09
4910,4910,15764.0,268,2018-01-12,47.21
4911,4911,15763.0,268,2018-01-12,50.54
4912,4912,15762.0,268,2018-01-12,72.28
4913,4913,15761.0,268,2018-01-12,51.74
4914,4914,15879.0,268,2018-01-12,44.1
4915,4915,15861.0,268,2018-01-12,37.98
4916,4916,15842.0,268,2018-01-12,65.6
4917,4917,15839.0,268,2018-01-12,54.65
4918,4918,15837.0,268,2018-01-12,38.16
4919,4919,15835.0,268,2018-01-12,54.84
4920,4920,15832.0,268,2018-01-12,21.48
4921,4921,15822.0,268,2018-01-12,48.43
4922,4922,17867.0,268,2018-01-12,33.72
4923,4923,17777.0,268,2018-01-12,41.77
4924,4924,17665.0,268,2018-01-12,51.39
4925,4925,17662.0,268,2018-01-12,47.35
4926,4926,17653.0,268,2018-01-12,34.85
4927,4927,17616.0,268,2018-01-12,46.29
4928,4928,17614.0,268,2018-01-12,41.91
4929,4929,17541.0,268,2018-01-12,26.45
4930,4930,17524.0,268,2018-01-12,49.47
4931,4931,17513.0,268,2018-01-12,41.83
4932,4932,17495.0,268,2018-01-12,24.52
4933,4933,17486.0,268,2018-01-12,29.05
4934,4934,17446.0,268,2018-01-12,32.44
4935,4935,17444.0,268,2018-01-12,38.81
4936,4936,17442.0,268,2018-01-12,77.78
4937,4937,17433.0,268,2018-01-12,35.94
4938,4938,17388.0,268,2018-01-12,41.59
4939,4939,17380.0,268,2018-01-12,21.82
4940,4940,17272.0,268,2018-01-12,46.46
4941,4941,17174.0,268,2018-01-12,15.89
4942,4942,17088.0,268,2018-01-12,37.78
4943,4943,17050.0,268,2018-01-12,30.2
4944,4944,17042.0,268,2018-01-12,34.07
4945,4945,17013.0,268,2018-01-12,39.1
4946,4946,17001.0,268,2018-01-12,12.51
4947,4947,17000.0,268,2018-01-12,23.34
4948,4948,17873.0,268,2018-01-12,18.45
4949,4949,17877.0,268,2018-01-12,19.05
4950,4950,18610.0,268,2018-01-12,25.61
4951,4951,18592.0,268,2018-01-12,22.76
4952,4952,18479.0,268,2018-01-12,19.63
4953,4953,18460.0,268,2018-01-12,26.32
4954,4954,18410.0,268,2018-01-12,24.46
4955,4955,18256.0,268,2018-01-12,18.45
4956,4956,18247.0,268,2018-01-12,26.98
4957,4957,18205.0,268,2018-01-12,21.9
4958,4958,18150.0,268,2018-01-12,13.99
4959,4959,18094.0,268,2018-01-12,22.8
4960,4960,18029.0,268,2018-01-12,24.27
4961,4961,18001.0,268,2018-01-12,20.69
4962,4962,18000.0,268,2018-01-12,20.52
4963,4963,18860.0,268,2018-01-12,16.81
4964,4964,18785.0,268,2018-01-12,10.67
4965,4965,18756.0,268,2018-01-12,11.36
4966,4966,18753.0,268,2018-01-12,19.68
4967,4967,19824.0,268,2018-01-12,53.81
4968,4968,19845.0,268,2018-01-12,57.55
4969,4969,19821.0,268,2018-01-12,51.24
4970,4970,19809.0,268,2018-01-12,15.87
4971,4971,19807.0,268,2018-01-12,26.52
4972,4972,19785.0,268,2018-01-12,82.27
4973,4973,19780.0,268,2018-01-12,53.04
4974,4974,19760.0,268,2018-01-12,49.1
4975,4975,19743.0,268,2018-01-12,48.74
4976,4976,19701.0,268,2018-01-12,28.87
4977,4977,19698.0,268,2018-01-12,34.03
4978,4978,19693.0,268,2018-01-12,78.24
4979,4979,19622.0,268,2018-01-12,55.21
4980,4980,19585.0,268,2018-01-12,33.92
4981,4981,19573.0,268,2018-01-12,25.7
4982,4982,19548.0,268,2018-01-12,37.23
4983,4983,19533.0,268,2018-01-12,7.42
4984,4984,19532.0,268,2018-01-12,59.48
4985,4985,19517.0,268,2018-01-12,64.54
4986,4986,19513.0,268,2018-01-12,43.78
4987,4987,19473.0,268,2018-01-12,44.37
4988,4988,19455.0,268,2018-01-12,33.37
4989,4989,19450.0,268,2018-01-12,72.66
4990,4990,19418.0,268,2018-01-12,14.47
4991,4991,19397.0,268,2018-01-12,75.14
4992,4992,19392.0,268,2018-01-12,70.27
4993,4993,19364.0,268,2018-01-12,44.58
4994,4994,19355.0,268,2018-01-12,63.69
4995,4995,19318.0,268,2018-01-12,26.18
4996,4996,19300.0,268,2018-01-12,63.11
4997,4997,19290.0,268,2018-01-12,48.06
4998,4998,19256.0,268,2018-01-12,42.87
4999,4999,19212.0,268,2018-01-12,42.12
5000,5000,19142.0,268,2018-01-12,46.78
5001,5001,19137.0,268,2018-01-12,51.01
5002,5002,19130.0,268,2018-01-12,67.58
5003,5003,19110.0,268,2018-01-12,66.31
5004,5004,19100.0,268,2018-01-12,84.56
5005,5005,19075.0,268,2018-01-12,76.45
5006,5006,19050.0,268,2018-01-12,47.88
5007,5007,19022.0,268,2018-01-12,84.45
5008,5008,19001.0,268,2018-01-12,17.98
5009,5009,19000.0,268,2018-01-12,42.33
5010,5010,20000.0,268,2018-01-12,41.55
5011,5011,20770.0,268,2018-01-12,38.95
5012,5012,20750.0,268,2018-01-12,52.68
5013,5013,20710.0,268,2018-01-12,33.86
5014,5014,20621.0,268,2018-01-12,46.35
5015,5015,20787.0,268,2018-01-12,58.29
5016,5016,20614.0,268,2018-01-12,57.25
5017,5017,20570.0,268,2018-01-12,49.94
5018,5018,20550.0,268,2018-01-12,54.02
5019,5019,20517.0,268,2018-01-12,45.17
5020,5020,20443.0,268,2018-01-12,48.55
5021,5021,20400.0,268,2018-01-12,36.75
5022,5022,20383.0,268,2018-01-12,58.81
5023,5023,20310.0,268,2018-01-12,74.98
5024,5024,20295.0,268,2018-01-12,52.92
5025,5025,20250.0,268,2018-01-12,76.45
5026,5026,20238.0,268,2018-01-12,50.76
5027,5027,20228.0,268,2018-01-12,44.45
5028,5028,20178.0,268,2018-01-12,60.75
5029,5029,20175.0,268,2018-01-12,63.37
5030,5030,20060.0,268,2018-01-12,37.84
5031,5031,20045.0,268,2018-01-12,53.69
5032,5032,20032.0,268,2018-01-12,59.02
5033,5033,20013.0,268,2018-01-12,49.2
5034,5034,20011.0,268,2018-01-12,35.1
5035,5035,20001.0,268,2018-01-12,31.75
5036,5036,23855.0,268,2018-01-12,22.56
5037,5037,23815.0,268,2018-01-12,53.85
5038,5038,23807.0,268,2018-01-12,40.58
5039,5039,23686.0,268,2018-01-12,58.46
5040,5040,23682.0,268,2018-01-12,33.5
5041,5041,23678.0,268,2018-01-12,69.02
5042,5042,23675.0,268,2018-01-12,62.42
5043,5043,23672.0,268,2018-01-12,61.24
5044,5044,23670.0,268,2018-01-12,53.32
5045,5045,23660.0,268,2018-01-12,53.91
5046,5046,23586.0,268,2018-01-12,63.14
5047,5047,23580.0,268,2018-01-12,34.22
5048,5048,23574.0,268,2018-01-12,28.24
5049,5049,23570.0,268,2018-01-12,38.51
5050,5050,23555.0,268,2018-01-12,38.18
5051,5051,23500.0,268,2018-01-12,35.45
5052,5052,23466.0,268,2018-01-12,35.9
5053,5053,23464.0,268,2018-01-12,61.26
5054,5054,23419.0,268,2018-01-12,20.25
5055,5055,23417.0,268,2018-01-12,49.36
5056,5056,23350.0,268,2018-01-12,61.01
5057,5057,23300.0,268,2018-01-12,72.46
5058,5058,23189.0,268,2018-01-12,57.88
5059,5059,23182.0,268,2018-01-12,54.9
5060,5060,23168.0,268,2018-01-12,67.07
5061,5061,23162.0,268,2018-01-12,55.79
5062,5062,23090.0,268,2018-01-12,15.19
5063,5063,23079.0,268,2018-01-12,43.6
5064,5064,23068.0,268,2018-01-12,58.5
5065,5065,23001.0,268,2018-01-12,32.92
5066,5066,23000.0,268,2018-01-12,44.11
5067,5067,70823.0,268,2018-01-12,49.1
5068,5068,70820.0,268,2018-01-12,52.5
5069,5069,70771.0,268,2018-01-12,59.49
5070,5070,70742.0,268,2018-01-12,38.72
5071,5071,70717.0,268,2018-01-12,50.95
5072,5072,70713.0,268,2018-01-12,63.96
5073,5073,70708.0,268,2018-01-12,82.18
5074,5074,70702.0,268,2018-01-12,62.14
5075,5075,70678.0,268,2018-01-12,76.93
5076,5076,70670.0,268,2018-01-12,51.45
5077,5077,70523.0,268,2018-01-12,63.85
5078,5078,70508.0,268,2018-01-12,64.08
5079,5079,70473.0,268,2018-01-12,52.69
5080,5080,70429.0,268,2018-01-12,57.31
5081,5081,70418.0,268,2018-01-12,59.4
5082,5082,70400.0,268,2018-01-12,69.47
5083,5083,70265.0,268,2018-01-12,58.84
5084,5084,70235.0,268,2018-01-12,57.48
5085,5085,70233.0,268,2018-01-12,86.25
5086,5086,70230.0,268,2018-01-12,54.89
5087,5087,70221.0,268,2018-01-12,65.03
5088,5088,70215.0,268,2018-01-12,37.8
5089,5089,70204.0,268,2018-01-12,26.95
5090,5090,70124.0,268,2018-01-12,74.36
5091,5091,70110.0,268,2018-01-12,80.9
5092,5092,70001.0,268,2018-01-12,33.55
5093,5093,70000.0,268,2018-01-12,50.66
5094,5094,25898.0,268,2018-01-12,39.68
5095,5095,25885.0,268,2018-01-12,27.23
5096,5096,25878.0,268,2018-01-12,34.9
5097,5097,25875.0,268,2018-01-12,26.09
5098,5098,25873.0,268,2018-01-12,39.37
5099,5099,25871.0,268,2018-01-12,45.86
5100,5100,25867.0,268,2018-01-12,44.73
5101,5101,25862.0,268,2018-01-12,66.27
5102,5102,25851.0,268,2018-01-12,48.36
5103,5103,25772.0,268,2018-01-12,29.42
5104,5104,25769.0,268,2018-01-12,25.48
5105,5105,25758.0,268,2018-01-12,16.76
5106,5106,25754.0,268,2018-01-12,17.77
5107,5107,25745.0,268,2018-01-12,24.58
5108,5108,25743.0,268,2018-01-12,40.16
5109,5109,25740.0,268,2018-01-12,24.88
5110,5110,25736.0,268,2018-01-12,42.84
5111,5111,25718.0,268,2018-01-12,41.34
5112,5112,25662.0,268,2018-01-12,55.2
5113,5113,25658.0,268,2018-01-12,29.07
5114,5114,25653.0,268,2018-01-12,55.63
5115,5115,25649.0,268,2018-01-12,33.05
5116,5116,25645.0,268,2018-01-12,45.28
5117,5117,25612.0,268,2018-01-12,28.2
5118,5118,25599.0,268,2018-01-12,40.2
5119,5119,25596.0,268,2018-01-12,61.75
5120,5120,25594.0,268,2018-01-12,70.71
5121,5121,25592.0,268,2018-01-12,58.82
5122,5122,25580.0,268,2018-01-12,67.78
5123,5123,25572.0,268,2018-01-12,23.18
5124,5124,25535.0,268,2018-01-12,41.39
5125,5125,25530.0,268,2018-01-12,50.34
5126,5126,25524.0,268,2018-01-12,44.55
5127,5127,25518.0,268,2018-01-12,45.63
5128,5128,25513.0,268,2018-01-12,37.09
5129,5129,25506.0,268,2018-01-12,35.24
5130,5130,25491.0,268,2018-01-12,47.39
5131,5131,25489.0,268,2018-01-12,50.3
5132,5132,25488.0,268,2018-01-12,45.08
5133,5133,25486.0,268,2018-01-12,37.38
5134,5134,25483.0,268,2018-01-12,40.7
5135,5135,25473.0,268,2018-01-12,10.67
5136,5136,25438.0,268,2018-01-12,33.87
5137,5137,25436.0,268,2018-01-12,44.74
5138,5138,25430.0,268,2018-01-12,15.92
5139,5139,25426.0,268,2018-01-12,56.37
5140,5140,25407.0,268,2018-01-12,45.76
5141,5141,25402.0,268,2018-01-12,35.07
5142,5142,25398.0,268,2018-01-12,65.06
5143,5143,25394.0,268,2018-01-12,43.02
5144,5144,25386.0,268,2018-01-12,26.21
5145,5145,25377.0,268,2018-01-12,26.84
5146,5146,25372.0,268,2018-01-12,60.51
5147,5147,25368.0,268,2018-01-12,67.99
5148,5148,25339.0,268,2018-01-12,57.24
5149,5149,25335.0,268,2018-01-12,59.57
5150,5150,25328.0,268,2018-01-12,33.16
5151,5151,25326.0,268,2018-01-12,37.92
5152,5152,25324.0,268,2018-01-12,59.13
5153,5153,25322.0,268,2018-01-12,24.4
5154,5154,25320.0,268,2018-01-12,48.67
5155,5155,25317.0,268,2018-01-12,33.75
5156,5156,25312.0,268,2018-01-12,43.14
5157,5157,25307.0,268,2018-01-12,16.48
5158,5158,25299.0,268,2018-01-12,68.43
5159,5159,25297.0,268,2018-01-12,52.32
5160,5160,25295.0,268,2018-01-12,20.74
5161,5161,25293.0,268,2018-01-12,53.75
5162,5162,25290.0,268,2018-01-12,15.54
5163,5163,25288.0,268,2018-01-12,44.75
