;llave_municipio;departamento;nombre_municipio
802;25168.0;Cundinamarca;Chaguaní
803;25175.0;Cundinamarca;Chía
804;25178.0;Cundinamarca;Chipaque
805;25181.0;Cundinamarca;Choachí
806;25183.0;Cundinamarca;Chocontá
807;25200.0;Cundinamarca;Cogua
808;25214.0;Cundinamarca;Cota
809;25224.0;Cundinamarca;Cucunubá
810;25245.0;Cundinamarca;El Colegio
811;25258.0;Cundinamarca;El Peñón
812;25260.0;Cundinamarca;El Rosal
813;25269.0;Cundinamarca;Facatativá
814;25279.0;Cundinamarca;Fómeque
815;25281.0;Cundinamarca;Fosca
816;25286.0;Cundinamarca;Funza
817;25288.0;Cundinamarca;Fúquene
818;25290.0;Cundinamarca;Fusagasugá
819;25293.0;Cundinamarca;Gachalá
820;25295.0;Cundinamarca;Gachancipá
821;25297.0;Cundinamarca;Gachetá
822;25299.0;Cundinamarca;Gama
823;25307.0;Cundinamarca;Girardot
824;25312.0;Cundinamarca;Granada
825;25317.0;Cundinamarca;Guachetá
826;25320.0;Cundinamarca;Guaduas
827;25322.0;Cundinamarca;Guasca
828;25324.0;Cundinamarca;Guataquí
829;25326.0;Cundinamarca;Guatavita
830;25328.0;Cundinamarca;Guayabal de Síquima
831;25335.0;Cundinamarca;Guayabetal
832;25339.0;Cundinamarca;Gutiérrez
833;25368.0;Cundinamarca;Jerusalén
834;25372.0;Cundinamarca;Junín
835;25377.0;Cundinamarca;La Calera
836;25386.0;Cundinamarca;La Mesa
837;25394.0;Cundinamarca;La Palma
838;25398.0;Cundinamarca;La Peña
839;25402.0;Cundinamarca;La Vega
840;25407.0;Cundinamarca;Lenguazaque
841;25426.0;Cundinamarca;Machetá
842;25430.0;Cundinamarca;Madrid
843;25436.0;Cundinamarca;Manta
844;25438.0;Cundinamarca;Medina
845;25473.0;Cundinamarca;Mosquera
846;25483.0;Cundinamarca;Nariño
847;25486.0;Cundinamarca;Nemocón
848;25488.0;Cundinamarca;Nilo
849;25489.0;Cundinamarca;Nimaima
850;25491.0;Cundinamarca;Nocaima
851;25506.0;Cundinamarca;Venecia
852;25513.0;Cundinamarca;Pacho
853;25518.0;Cundinamarca;Paime
854;25524.0;Cundinamarca;Pandi
855;25530.0;Cundinamarca;Paratebueno
856;25535.0;Cundinamarca;Pasca
857;25572.0;Cundinamarca;Puerto Salgar
858;25580.0;Cundinamarca;Pulí
859;25592.0;Cundinamarca;Quebradanegra
860;25594.0;Cundinamarca;Quetame
861;25596.0;Cundinamarca;Quipile
862;25599.0;Cundinamarca;Apulo
863;25612.0;Cundinamarca;Ricaurte
864;25645.0;Cundinamarca;San Antonio del Tequendama
865;25649.0;Cundinamarca;San Bernardo
866;25653.0;Cundinamarca;San Cayetano
867;25658.0;Cundinamarca;San Francisco
868;25662.0;Cundinamarca;San Juan de Río Seco
869;25718.0;Cundinamarca;Sasaima
870;25736.0;Cundinamarca;Sesquilé
871;25740.0;Cundinamarca;Sibaté
872;25743.0;Cundinamarca;Silvania
873;25745.0;Cundinamarca;Simijaca
874;25754.0;Cundinamarca;Soacha
875;25758.0;Cundinamarca;Sopó
876;25769.0;Cundinamarca;Subachoque
877;25772.0;Cundinamarca;Suesca
878;25777.0;Cundinamarca;Supatá
879;25779.0;Cundinamarca;Susa
880;25781.0;Cundinamarca;Sutatausa
881;25785.0;Cundinamarca;Tabio
882;25793.0;Cundinamarca;Tausa
883;25797.0;Cundinamarca;Tena
884;25799.0;Cundinamarca;Tenjo
885;25805.0;Cundinamarca;Tibacuy
886;25807.0;Cundinamarca;Tibirita
887;25815.0;Cundinamarca;Tocaima
888;25817.0;Cundinamarca;Tocancipá
889;25823.0;Cundinamarca;Topaipí
890;25839.0;Cundinamarca;Ubalá
891;25841.0;Cundinamarca;Ubaque
892;25843.0;Cundinamarca;Villa de San Diego de Ubate
893;25845.0;Cundinamarca;Une
894;25851.0;Cundinamarca;Útica
895;25862.0;Cundinamarca;Vergara
896;25867.0;Cundinamarca;Vianí
897;25871.0;Cundinamarca;Villagómez
898;25873.0;Cundinamarca;Villapinzón
899;25875.0;Cundinamarca;Villeta
900;25878.0;Cundinamarca;Viotá
901;25885.0;Cundinamarca;Yacopí
902;25898.0;Cundinamarca;Zipacón
903;25899.0;Cundinamarca;Zipaquirá
904;27000.0;Chocó;Chocó
905;27001.0;Chocó;Quibdó
906;27006.0;Chocó;Acandí
907;27025.0;Chocó;Alto Baudó
908;27050.0;Chocó;Atrato
909;27073.0;Chocó;Bagadó
910;27075.0;Chocó;Bahía Solano
911;27077.0;Chocó;Bajo Baudó
912;27099.0;Chocó;Bojayá
913;27135.0;Chocó;El Cantón del San Pablo
914;27150.0;Chocó;Carmen del Darién
915;27160.0;Chocó;Cértegui
916;27205.0;Chocó;Condoto
917;27245.0;Chocó;El Carmen de Atrato
918;27250.0;Chocó;El Litoral del San Juan
919;27361.0;Chocó;Istmina
920;27372.0;Chocó;Juradó
921;27413.0;Chocó;Lloró
922;27425.0;Chocó;Medio Atrato
923;27430.0;Chocó;Medio Baudó
924;27450.0;Chocó;Medio San Juan
925;27491.0;Chocó;Nóvita
926;27495.0;Chocó;Nuquí
927;27580.0;Chocó;Río Iró
928;27600.0;Chocó;Río Quito
929;27615.0;Chocó;Riosucio
930;27660.0;Chocó;San José del Palmar
931;27745.0;Chocó;Sipí
932;27787.0;Chocó;Tadó
933;27800.0;Chocó;Unguía
934;27810.0;Chocó;Unión Panamericana
935;1001.0;Colombia;Colombia
936;5000.0;Antioquia;Antioquia
937;5001.0;Antioquia;Medellín
938;5002.0;Antioquia;Abejorral
939;5004.0;Antioquia;Abriaquí
940;5021.0;Antioquia;Alejandría
941;5030.0;Antioquia;Amagá
942;5031.0;Antioquia;Amalfi
943;5034.0;Antioquia;Andes
944;5036.0;Antioquia;Angelópolis
945;5038.0;Antioquia;Angostura
946;5040.0;Antioquia;Anorí
947;5042.0;Antioquia;Santafé de Antioquia
948;5044.0;Antioquia;Anzá
949;5045.0;Antioquia;Apartadó
950;5051.0;Antioquia;Arboletes
951;5055.0;Antioquia;Argelia
952;5059.0;Antioquia;Armenia
953;5079.0;Antioquia;Barbosa
954;5086.0;Antioquia;Belmira
955;5088.0;Antioquia;Bello
956;5091.0;Antioquia;Betania
957;5093.0;Antioquia;Betulia
958;5101.0;Antioquia;Ciudad Bolívar
959;5107.0;Antioquia;Briceño
960;5113.0;Antioquia;Buriticá
961;5120.0;Antioquia;Cáceres
962;5125.0;Antioquia;Caicedo
963;5129.0;Antioquia;Caldas
964;5134.0;Antioquia;Campamento
965;5138.0;Antioquia;Cañasgordas
966;5142.0;Antioquia;Caracolí
967;5145.0;Antioquia;Caramanta
968;5147.0;Antioquia;Carepa
969;5148.0;Antioquia;El Carmen de Viboral
970;5150.0;Antioquia;Carolina
971;5154.0;Antioquia;Caucasia
972;5172.0;Antioquia;Chigorodó
973;5190.0;Antioquia;Cisneros
974;5197.0;Antioquia;Cocorná
975;5206.0;Antioquia;Concepción
976;5209.0;Antioquia;Concordia
977;5212.0;Antioquia;Copacabana
978;5234.0;Antioquia;Dabeiba
979;5237.0;Antioquia;Don Matías
980;5240.0;Antioquia;Ebéjico
981;5250.0;Antioquia;El Bagre
982;5264.0;Antioquia;Entrerrios
983;5266.0;Antioquia;Envigado
984;5282.0;Antioquia;Fredonia
985;5284.0;Antioquia;Frontino
986;5306.0;Antioquia;Giraldo
987;5308.0;Antioquia;Girardota
988;5310.0;Antioquia;Gómez Plata
989;5313.0;Antioquia;Granada
990;5315.0;Antioquia;Guadalupe
991;5318.0;Antioquia;Guarne
992;5321.0;Antioquia;Guatapé
993;5347.0;Antioquia;Heliconia
994;5353.0;Antioquia;Hispania
995;5360.0;Antioquia;Itagüí
996;5361.0;Antioquia;Ituango
997;5364.0;Antioquia;Jardín
998;5368.0;Antioquia;Jericó
999;5376.0;Antioquia;La Ceja
1000;5380.0;Antioquia;La Estrella
1001;5390.0;Antioquia;La Pintada
1002;5400.0;Antioquia;La Unión
1003;5411.0;Antioquia;Liborina
1004;5425.0;Antioquia;Maceo
1005;5440.0;Antioquia;Marinilla
1006;5467.0;Antioquia;Montebello
1007;5475.0;Antioquia;Murindó
1008;5480.0;Antioquia;Mutatá
1009;5483.0;Antioquia;Nariño
1010;5490.0;Antioquia;Necoclí
1011;5495.0;Antioquia;Nechí
1012;5501.0;Antioquia;Olaya
1013;5541.0;Antioquia;Peñol
1014;5543.0;Antioquia;Peque
1015;5576.0;Antioquia;Pueblorrico
1016;5579.0;Antioquia;Puerto Berrío
1017;5585.0;Antioquia;Puerto Nare
1018;5591.0;Antioquia;Puerto Triunfo
1019;5604.0;Antioquia;Remedios
1020;5607.0;Antioquia;Retiro
1021;5615.0;Antioquia;Rionegro
1022;5628.0;Antioquia;Sabanalarga
1023;5631.0;Antioquia;Sabaneta
1024;5642.0;Antioquia;Salgar
1025;5647.0;Antioquia;San Andrés de Cuerquía
1026;5649.0;Antioquia;San Carlos
1027;5652.0;Antioquia;San Francisco
1028;5656.0;Antioquia;San Jerónimo
1029;5658.0;Antioquia;San José de La Montaña
1030;5659.0;Antioquia;San Juan de Urabá
1031;5660.0;Antioquia;San Luis
1032;5664.0;Antioquia;San Pedro de Los Milagros
1033;5665.0;Antioquia;San Pedro de Urabá
1034;5667.0;Antioquia;San Rafael
1035;5670.0;Antioquia;San Roque
1036;5674.0;Antioquia;San Vicente
1037;5679.0;Antioquia;Santa Bárbara
1038;5686.0;Antioquia;Santa Rosa de Osos
1039;5690.0;Antioquia;Santo Domingo
1040;5697.0;Antioquia;El Santuario
1041;5736.0;Antioquia;Segovia
1042;5756.0;Antioquia;Sonsón
1043;5761.0;Antioquia;Sopetrán
1044;5789.0;Antioquia;Támesis
1045;5790.0;Antioquia;Tarazá
1046;5792.0;Antioquia;Tarso
1047;5809.0;Antioquia;Titiribí
1048;5819.0;Antioquia;Toledo
1049;5837.0;Antioquia;Turbo
1050;5842.0;Antioquia;Uramita
1051;5847.0;Antioquia;Urrao
1052;5854.0;Antioquia;Valdivia
1053;5856.0;Antioquia;Valparaíso
1054;5858.0;Antioquia;Vegachí
1055;5861.0;Antioquia;Venecia
1056;5873.0;Antioquia;Vigía del Fuerte
1057;5885.0;Antioquia;Yalí
1058;5887.0;Antioquia;Yarumal
1059;5890.0;Antioquia;Yolombó
1060;5893.0;Antioquia;Yondó
1061;5895.0;Antioquia;Zaragoza
1062;8000.0;Atlántico;Atlántico
1063;8001.0;Atlántico;Barranquilla
1064;8078.0;Atlántico;Baranoa
1065;8137.0;Atlántico;Campo de La Cruz
1066;8141.0;Atlántico;Candelaria
1067;8296.0;Atlántico;Galapa
1068;8372.0;Atlántico;Juan de Acosta
1069;8421.0;Atlántico;Luruaco
1070;8433.0;Atlántico;Malambo
1071;8436.0;Atlántico;Manatí
1072;8520.0;Atlántico;Palmar de Varela
1073;8549.0;Atlántico;Piojó
1074;8558.0;Atlántico;Polonuevo
1075;8560.0;Atlántico;Ponedera
1076;8573.0;Atlántico;Puerto Colombia
1077;8606.0;Atlántico;Repelón
1078;8634.0;Atlántico;Sabanagrande
1079;8638.0;Atlántico;Sabanalarga
1080;8675.0;Atlántico;Santa Lucía
1081;8685.0;Atlántico;Santo Tomás
1082;8758.0;Atlántico;Soledad
1083;8770.0;Atlántico;Suan
1084;8849.0;Atlántico;Usiacurí
1085;8832.0;Atlántico;Tubará
1086;11001.0;Bogotá;Bogotá
1087;13000.0;Bolívar;Bolívar
1088;13001.0;Bolívar;Cartagena
1089;13006.0;Bolívar;Achí
1090;13030.0;Bolívar;Altos del Rosario
1091;13042.0;Bolívar;Arenal
1092;13052.0;Bolívar;Arjona
1093;13062.0;Bolívar;Arroyohondo
1094;13074.0;Bolívar;Barranco de Loba
1095;13140.0;Bolívar;Calamar
1096;13160.0;Bolívar;Cantagallo
1097;13188.0;Bolívar;Cicuco
1098;13212.0;Bolívar;Córdoba
1099;13222.0;Bolívar;Clemencia
1100;13244.0;Bolívar;El Carmen de Bolívar
1101;13248.0;Bolívar;El Guamo
1102;13268.0;Bolívar;El Peñón
1103;13300.0;Bolívar;Hatillo de Loba
1104;13430.0;Bolívar;Magangué
1105;13433.0;Bolívar;Mahates
1106;13440.0;Bolívar;Margarita
1107;13442.0;Bolívar;María La Baja
1108;13458.0;Bolívar;Montecristo
1109;13468.0;Bolívar;Mompós
1110;13473.0;Bolívar;Morales
1111;13490.0;Bolívar;Norosí
1112;13549.0;Bolívar;Pinillos
1113;13580.0;Bolívar;Regidor
1114;13600.0;Bolívar;Río Viejo
1115;13620.0;Bolívar;San Cristóbal
1116;13647.0;Bolívar;San Estanislao
1117;13650.0;Bolívar;San Fernando
1118;13654.0;Bolívar;San Jacinto
1119;13655.0;Bolívar;San Jacinto del Cauca
1120;13657.0;Bolívar;San Juan Nepomuceno
1121;13667.0;Bolívar;San Martín de Loba
1122;13670.0;Bolívar;San Pablo
1123;13673.0;Bolívar;Santa Catalina
1124;13683.0;Bolívar;Santa Rosa
1125;13688.0;Bolívar;Santa Rosa del Sur
1126;13744.0;Bolívar;Simití
1127;13760.0;Bolívar;Soplaviento
1128;13780.0;Bolívar;Talaigua Nuevo
1129;13810.0;Bolívar;Tiquisio
1130;13836.0;Bolívar;Turbaco
1131;13838.0;Bolívar;Turbaná
1132;13873.0;Bolívar;Villanueva
1133;13894.0;Bolívar;Zambrano
